,CHR,START,END,SYMBOL,WestEurasia-Oceania,WestEurasia-America,WestEurasia-Africa,WestEurasia-EastAsia,WestEurasia-SouthAsia,WestEurasia-CentralAsiaSiberia,Oceania-America,Oceania-Africa,Oceania-EastAsia,Oceania-SouthAsia,Oceania-CentralAsiaSiberia,America-Africa,America-EastAsia,America-SouthAsia,America-CentralAsiaSiberia,Africa-EastAsia,Africa-SouthAsia,Africa-CentralAsiaSiberia,EastAsia-SouthAsia,EastAsia-CentralAsiaSiberia,SouthAsia-CentralAsiaSiberia
325,chr19,53850399,53859837,GPR32,0.02049,0.04666,0.05873,0.03491,0.01118,0.10748,0.14203,0.02862,0.01732,0.02044,0.08088,0.19874,0.11713,0.08788,0.34206,0.01352,0.04701,0.03086,0.02588,0.0354,0.10751
326,chr20,38796463,38811068,RBL1,0.04622,0.01671,0.02018,0.05062,0.0131,0.29188,0.08232,0.02274,0.01537,0.03262,0.13966,0.04121,0.05365,0.03571,0.26984,0.02382,0.01441,0.20382,0.03221,0.10298,0.23259
327,chr20,51293949,51305811,PTGIS,0.05048,0.01567,0.00877,0.00841,0.00941,0.18413,0.05714,0.0711,0.05688,0.08186,0.42777,0.02302,0.02016,0.02745,0.27967,0.0115,0.01308,0.21171,0.01237,0.18956,0.19729
328,chr21,10536284,10545715,TPTE,0.01752,0.11107,0.01247,0.00904,0.01025,0.02042,0.31422,0.0556,0.02828,0.04427,0.09575,0.18806,0.12248,0.20362,0.17727,0.01269,0.0138,0.02013,0.01197,0.02081,0.02666
329,chr21,11985853,11998655,POTED,0.05855,0.15414,0.01461,0.01094,0.01198,0.02002,0.12162,0.04794,0.04246,0.12702,0.05074,0.17157,0.12756,0.3064,0.2303,0.01193,0.0334,0.01571,0.02261,0.0159,0.0501
330,chr21,11985853,11998655,MIR3118-1,0.05855,0.15414,0.01461,0.01094,0.01198,0.02002,0.12162,0.04794,0.04246,0.12702,0.05074,0.17157,0.12756,0.3064,0.2303,0.01193,0.0334,0.01571,0.02261,0.0159,0.0501
331,chr21,41906216,41918628,HSF2BP,0.02772,0.1177,0.01594,0.11339,0.00911,0.10234,0.09469,0.06854,0.04904,0.03413,0.06199,0.21485,0.01875,0.14596,0.02596,0.17783,0.02197,0.18471,0.11179,0.0137,0.11788
332,chr21,41906216,41918628,LOC124908234,0.02772,0.1177,0.01594,0.11339,0.00911,0.10234,0.09469,0.06854,0.04904,0.03413,0.06199,0.21485,0.01875,0.14596,0.02596,0.17783,0.02197,0.18471,0.11179,0.0137,0.11788
333,chr22,20757392,20768461,USP41,0.04385,0.12032,0.01212,0.13154,0.01363,0.06855,0.12084,0.11804,0.05172,0.05382,0.02752,0.28428,0.01579,0.21884,0.093,0.21578,0.03934,0.17761,0.13724,0.03491,0.09815
334,chr22,38834063,38842066,TPTEP2-CSNK1E,0.01445,0.0181,0.01523,0.02218,0.01812,0.09194,0.06481,0.03776,0.03654,0.01687,0.20526,0.01654,0.01657,0.06181,0.11136,0.014,0.04484,0.06755,0.04476,0.02525,0.19782
335,chr22,38834063,38842066,TPTEP2,0.01445,0.0181,0.01523,0.02218,0.01812,0.09194,0.06481,0.03776,0.03654,0.01687,0.20526,0.01654,0.01657,0.06181,0.11136,0.014,0.04484,0.06755,0.04476,0.02525,0.19782
336,chr22,41771598,41780235,RANGAP1,0.01092,0.01313,0.03411,0.43122,0.05254,0.20546,0.02354,0.03007,0.3348,0.04405,0.17954,0.02502,0.29894,0.03625,0.157,0.28273,0.0152,0.10248,0.2417,0.07861,0.0768
337,chrX,1038532,1048096,CRLF2,0.01631,0.01291,0.0088,0.04778,0.02965,0.09288,0.02382,0.02377,0.02672,0.07138,0.08265,0.01975,0.03459,0.0568,0.1015,0.05575,0.03417,0.12152,0.13492,0.03065,0.23037
338,chrX,1855267,1863572,DHRSX,0.01078,0.01617,0.01871,0.01445,0.01566,0.13098,0.03538,0.03027,0.02389,0.01979,0.18554,0.01659,0.01522,0.04577,0.11155,0.01205,0.04794,0.09382,0.03868,0.10345,0.22792
339,chrX,9084014,9092639,TBL1X,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
340,chrX,9389962,9399003,SHROOM2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
341,chrX,10383648,10393410,MID1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
342,chrX,11099596,11108908,ARHGAP6,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
343,chrX,11420745,11441417,FRMPD4,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
344,chrX,11502892,11513497,FRMPD4,0.01206,0.08268,0.00891,0.01564,0.03217,0.06659,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
345,chrX,11561334,11574152,FRMPD4,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
346,chrX,11688108,11696631,FRMPD4,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
347,chrX,12093692,12104578,FRMPD4,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
348,chrX,12439429,12448679,TLR7,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
349,chrX,13301707,13314340,TRAPPC2,0.01928,0.11389,0.01083,0.02904,0.01878,0.048,0.09602,0.01882,0.01563,0.06051,0.0309,0.11463,0.06191,0.23046,0.04877,0.02125,0.03567,0.0417,0.07188,0.01807,0.11458
350,chrX,14141388,14151198,GLRA2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
351,chrX,14261782,14271164,GLRA2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
352,chrX,16253116,16261456,CTPS2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
353,chrX,16307242,16315767,SYAP1,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
354,chrX,16721110,16729557,REPS2,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
355,chrX,16721110,16729557,LOC124905252,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
356,chrX,17777954,17786753,BEND2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
357,chrX,17854993,17868578,SCML2,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
358,chrX,17875742,17887182,SCML2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
359,chrX,18102069,18115303,CDKL5,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
360,chrX,18291289,18299298,PPEF1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
361,chrX,18315461,18327012,PPEF1,0.01059,0.08971,0.00878,0.01829,0.02112,0.07317,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
362,chrX,18389510,18405067,PPEF1,0.0133,0.08971,0.00878,0.01829,0.02838,0.07317,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
363,chrX,18550021,18562452,PHKA2,0.01059,0.08971,0.00878,0.01829,0.02838,0.07317,0.12012,0.01566,0.02024,0.04443,0.08551,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
364,chrX,18997827,19008084,MAP3K15,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
365,chrX,19397774,19407729,SH3KBP1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
366,chrX,19520305,19530791,BCLAF3,0.01059,0.08971,0.00878,0.01445,0.02112,0.02436,0.12012,0.01566,0.01748,0.03452,0.03226,0.11463,0.07104,0.2029,0.06188,0.01741,0.027,0.03117,0.04934,0.01638,0.0768
367,chrX,20995348,21005261,CNKSR2,0.01417,0.08384,0.009,0.01971,0.0169,0.07005,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
368,chrX,21117049,21125281,CNKSR2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
369,chrX,21126560,21135170,CNKSR2,0.01033,0.08268,0.00891,0.01564,0.02421,0.06659,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
370,chrX,20995348,21005261,RARRES2P3,0.01417,0.08384,0.009,0.01971,0.0169,0.07005,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
371,chrX,21811278,21819327,PHEX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
372,chrX,21811278,21819327,PTCHD1-AS,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
373,chrX,23628561,23639422,EIF2S3,0.01059,0.08971,0.00931,0.01445,0.02112,0.0579,0.12012,0.01716,0.01748,0.03452,0.06832,0.13081,0.07104,0.2029,0.03014,0.0221,0.02146,0.08279,0.04934,0.03874,0.13988
374,chrX,24180458,24190703,PCYT1B,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
375,chrX,24289026,24298174,POLA1,0.0149,0.09723,0.00904,0.01693,0.02488,0.08024,0.09602,0.01882,0.01453,0.06051,0.06588,0.11463,0.07104,0.23046,0.02461,0.01741,0.03567,0.08791,0.06213,0.05113,0.18979
376,chrX,24486075,24498474,POLA1,0.01033,0.08268,0.0127,0.01564,0.03217,0.06659,0.12012,0.02007,0.02024,0.04443,0.08551,0.14873,0.06191,0.23046,0.02461,0.03434,0.02256,0.11833,0.07188,0.04339,0.18979
377,chrX,27233669,27242643,DCAF8L2,0.01059,0.08971,0.00878,0.01445,0.02838,0.07317,0.12012,0.01566,0.01748,0.04443,0.08551,0.11463,0.07104,0.23046,0.02461,0.01741,0.03567,0.08791,0.06213,0.05113,0.18979
378,chrX,27316955,27325182,DCAF8L2,0.0133,0.08971,0.00878,0.01829,0.02838,0.07317,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
379,chrX,28483090,28493285,IL1RAPL1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
380,chrX,29091516,29101201,IL1RAPL1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
381,chrX,29183697,29195675,IL1RAPL1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
382,chrX,29236804,29245731,IL1RAPL1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
383,chrX,30974832,30983066,DMD,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
384,chrX,31284506,31295949,DMD,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
385,chrX,31544268,31552487,DMD,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
386,chrX,32147665,32155855,DMD,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
387,chrX,32225768,32234376,DMD,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
388,chrX,32387152,32395548,DMD,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
389,chrX,32670479,32683689,DMD,0.0133,0.08971,0.00931,0.01829,0.02838,0.07317,0.09602,0.02249,0.01563,0.06051,0.06588,0.13081,0.06191,0.23046,0.02461,0.02705,0.02854,0.1023,0.07188,0.04339,0.18979
390,chrX,35575927,35584215,CFAP47,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
391,chrX,35611657,35625757,CFAP47,0.01111,0.08997,0.00902,0.02049,0.01756,0.07475,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
392,chrX,35669297,35678257,CFAP47,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
393,chrX,35712233,35725126,CFAP47,0.01781,0.09758,0.00911,0.0213,0.01301,0.08326,0.09602,0.02249,0.01453,0.04786,0.06588,0.13081,0.07104,0.2029,0.02461,0.0221,0.02146,0.1023,0.04934,0.05113,0.16525
394,chrX,35757672,35773064,CFAP47,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
395,chrX,35834352,35847292,CFAP47,0.01451,0.08997,0.00902,0.02049,0.01756,0.07475,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
396,chrX,35855022,35864176,CFAP47,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
397,chrX,35611657,35625757,RNU6-641P,0.01111,0.08997,0.00902,0.02049,0.01756,0.07475,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
398,chrX,36756087,36764498,PRRG1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
399,chrX,36769400,36780424,PRRG1,0.01206,0.08268,0.00891,0.01243,0.03217,0.05219,0.09602,0.01882,0.01453,0.06051,0.05157,0.11463,0.07104,0.23046,0.03014,0.01741,0.03567,0.07009,0.06213,0.03874,0.16264
400,chrX,37030948,37040313,LANCL3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
401,chrX,37107372,37115830,XK,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
402,chrX,40116221,40128264,MED14,0.0133,0.08971,0.00878,0.01829,0.02112,0.04465,0.09602,0.01882,0.01563,0.04786,0.03993,0.11463,0.06191,0.2029,0.0382,0.02125,0.027,0.05469,0.05793,0.02402,0.11668
403,chrX,41046529,41065068,CASK,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
404,chrX,41114909,41125628,CASK,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
405,chrX,41210970,41227126,CASK,0.0149,0.09723,0.00904,0.02139,0.01834,0.04993,0.09602,0.01882,0.01563,0.04786,0.03993,0.11463,0.06191,0.2029,0.0382,0.02125,0.027,0.05469,0.05793,0.02402,0.11668
406,chrX,41241167,41254266,CASK,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
407,chrX,41297965,41307759,CASK,0.01689,0.10527,0.00971,0.02497,0.01589,0.08783,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
408,chrX,41046529,41065068,LOC124905180,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
409,chrX,43605032,43622242,EFHC2,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
410,chrX,43656772,43666020,EFHC2,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
411,chrX,44295512,44304987,KDM6A,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
412,chrX,44323126,44332530,KDM6A,0.0133,0.08971,0.00878,0.01829,0.02112,0.0579,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
413,chrX,44341969,44352693,KDM6A,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
414,chrX,44389724,44397940,KDM6A,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
415,chrX,45872221,45882128,KRBOX4,0.01109,0.07077,0.00939,0.01309,0.02612,0.05661,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
416,chrX,45883603,45904809,ZNF674,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
417,chrX,45909485,45920595,ZNF674,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
418,chrX,46060785,46069034,SLC9A7,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
419,chrX,46137132,46146234,SLC9A7,0.01305,0.08315,0.00878,0.01404,0.02676,0.05415,0.09602,0.01882,0.01453,0.06051,0.05157,0.11463,0.07104,0.23046,0.03014,0.01741,0.03567,0.07009,0.06213,0.03874,0.16264
420,chrX,46151623,46160032,SLC9A7,0.0133,0.08971,0.00878,0.01445,0.02838,0.04465,0.09602,0.01882,0.01453,0.06051,0.03993,0.11463,0.07104,0.23046,0.0382,0.01741,0.03567,0.05469,0.06213,0.02881,0.13757
421,chrX,46268028,46280689,RP2,0.01059,0.06996,0.01032,0.01164,0.03128,0.05478,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
422,chrX,46557959,46566176,RBM10,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
423,chrX,46557959,46566176,ITPK1P1,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
424,chrX,46779550,46796757,ZNF157,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
425,chrX,46802116,46820067,ZNF157,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
426,chrX,46848004,46856373,NPM1P49,0.01033,0.06253,0.0127,0.01074,0.05396,0.0153,0.09222,0.02007,0.01701,0.07347,0.02534,0.11793,0.1042,0.25237,0.05679,0.01175,0.04118,0.03556,0.04507,0.02992,0.11342
427,chrX,46848004,46856373,ZNF41,0.01033,0.06253,0.0127,0.01074,0.05396,0.0153,0.09222,0.02007,0.01701,0.07347,0.02534,0.11793,0.1042,0.25237,0.05679,0.01175,0.04118,0.03556,0.04507,0.02992,0.11342
428,chrX,47000478,47013591,SYN1,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
429,chrX,47256587,47266355,ZNF81,0.01033,0.08268,0.00891,0.01564,0.02421,0.06659,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
430,chrX,47268208,47277659,ZNF81,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
431,chrX,47285390,47305657,ZNF81,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
432,chrX,47332142,47353700,ZNF81,0.01033,0.08268,0.00891,0.01564,0.02421,0.06659,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
433,chrX,47393107,47412781,ZNF182,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
434,chrX,47857850,47867864,LOC791096,0.01259,0.10337,0.01011,0.01123,0.02078,0.07782,0.10679,0.02415,0.0143,0.04337,0.06965,0.16176,0.10676,0.20101,0.02626,0.02125,0.01967,0.11922,0.04279,0.07223,0.15689
