,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia,i
5044,3,114655254,114661383,0.02589,0.2624,0.031,0.40049,0.02855,0.03835,0.15946,0.08333,0.30009,0.07692,0.10029,0.27744,0.04412,0.25361,0.33626,0.46747,0.0,0.0,0.44409,0.51773,0.0,5044.0
5070,3,129762720,129807983,0.01426,0.24738,0.03189,0.23554,0.0187,0.09669,0.19994,0.02233,0.2222,0.01717,0.06234,0.13996,0.01621,0.16984,0.06246,0.17829,0.02355,0.03261,0.22181,0.07657,0.04864,5070.0
5078,3,131708168,131713607,0.00944,0.14878,0.02417,0.01616,0.0903,0.0603,0.19965,0.02714,0.01996,0.11097,0.05843,0.2754,0.25286,0.46398,0.38292,0.02186,0.06206,0.02257,0.09042,0.03531,0.02873,5078.0
5079,3,131988535,131998255,0.03046,0.12234,0.01517,0.0917,0.07117,0.02166,0.05382,0.02,0.04801,0.18717,0.01317,0.08654,0.01488,0.36579,0.07027,0.08249,0.14994,0.01483,0.37508,0.05919,0.15714,5079.0
5099,3,140542353,140546965,0.00965,0.02242,0.01339,0.29265,0.06966,0.14254,0.03479,0.02373,0.36289,0.07766,0.13926,0.01672,0.46461,0.15317,0.24888,0.45445,0.12839,0.19549,0.19892,0.14159,0.02111,5099.0
5119,3,149268194,149270379,0.02394,0.00876,0.01791,0.01036,0.10197,0.00909,0.02501,0.06636,0.03668,0.08686,0.03554,0.02719,0.01565,0.13463,0.01315,0.02694,0.25064,0.01825,0.21048,0.01446,0.14508,5119.0
5137,3,156091117,156094471,0.02992,0.11731,0.02616,0.02742,0.06014,0.09957,0.22446,0.01521,0.10271,0.03322,0.04571,0.20412,0.04876,0.28037,0.3705,0.10223,0.0413,0.05115,0.19116,0.23541,0.01658,5137.0
5170,3,166844221,166861490,0.02925,0.23042,0.02878,0.30176,0.01596,0.05978,0.13137,0.01517,0.1958,0.01967,0.01955,0.11971,0.0212,0.13094,0.08916,0.19019,0.02357,0.02128,0.21004,0.13719,0.03115,5170.0
5196,3,175077520,175087654,0.09489,0.02292,0.07225,0.05077,0.06769,0.07403,0.17674,0.01609,0.22196,0.01722,0.01331,0.15948,0.03951,0.15698,0.14173,0.22977,0.02041,0.01376,0.23891,0.17764,0.01477,5196.0
5207,3,177002636,177011374,0.0,0.0,0.0,0.54971,0.0,0.0,0.0,0.0,0.50353,0.0,0.0,0.0,0.51384,0.0,0.0,0.46718,0.0,0.0,0.44381,0.51744,0.0,5207.0
5235,3,189363171,189371547,0.03094,0.01391,0.0851,0.01989,0.03102,0.2531,0.01835,0.03439,0.07435,0.09778,0.13853,0.06161,0.04655,0.06716,0.19746,0.16059,0.19386,0.06068,0.02753,0.28542,0.30997,5235.0
5240,3,191064302,191072651,0.01117,0.00886,0.01036,0.11254,0.01764,0.15996,0.01707,0.02053,0.14273,0.03755,0.18342,0.0141,0.16432,0.02072,0.21471,0.2025,0.02574,0.24542,0.27536,0.0,0.32226,5240.0
5252,3,192774144,192781760,0.0188,0.01008,0.03006,0.07157,0.02564,0.03206,0.03594,0.02126,0.15769,0.01996,0.01625,0.05716,0.06817,0.04968,0.05794,0.19623,0.02074,0.01392,0.17937,0.201,0.01471,5252.0
5254,3,192874970,192885553,0.04806,0.04075,0.08239,0.02504,0.09989,0.10227,0.14339,0.02874,0.02001,0.0523,0.02691,0.20043,0.09393,0.21825,0.22832,0.05458,0.04526,0.01376,0.086,0.04869,0.02543,5254.0
5257,3,194398672,194400608,0.01236,0.0402,0.07195,0.06601,0.0187,0.09075,0.07123,0.0851,0.07484,0.04466,0.0891,0.19533,0.17574,0.02016,0.22308,0.0198,0.1921,0.01389,0.16631,0.01429,0.1863,5257.0
5260,3,195771149,195776591,0.07959,0.02385,0.21166,0.22031,0.21812,0.44325,0.12969,0.05936,0.06644,0.06831,0.2308,0.27191,0.28506,0.28403,0.45296,0.01994,0.02107,0.08955,0.0218,0.0781,0.07209,5260.0
5262,3,196932119,196946108,0.01896,0.16425,0.0595,0.10931,0.0108,0.0456,0.30108,0.13991,0.22912,0.02266,0.10658,0.07159,0.01745,0.27168,0.08741,0.05272,0.10902,0.01805,0.21921,0.05925,0.06435,5262.0
5268,4,21300,72378,0.04763,0.05914,0.15051,0.07691,0.01106,0.02844,0.18942,0.12239,0.26919,0.06235,0.01824,0.2974,0.01772,0.07388,0.14953,0.37721,0.20504,0.14184,0.13019,0.20668,0.03106,5268.0
5334,4,21368940,21377583,0.02517,0.21483,0.0172,0.01689,0.01668,0.10447,0.11891,0.04705,0.04563,0.04459,0.04316,0.18817,0.17825,0.17098,0.0402,0.0,0.0,0.10557,0.0,0.09998,0.09593,5334.0
5347,4,26955732,26957923,0.01154,0.07787,0.05854,0.05493,0.05238,0.07673,0.05625,0.1091,0.10387,0.10006,0.13275,0.20195,0.19137,0.18361,0.24879,0.0,0.0,0.0,0.0,0.0,0.0,5347.0
5406,4,42756980,42778572,0.00903,0.20983,0.05585,0.09954,0.04192,0.02943,0.20854,0.08198,0.11337,0.06455,0.03943,0.40189,0.03191,0.35749,0.34729,0.31885,0.02186,0.02574,0.284,0.22714,0.01996,5406.0
5435,4,58249726,58260547,0.01798,0.01833,0.2124,0.01266,0.23865,0.05444,0.0,0.23714,0.04167,0.27953,0.07539,0.24462,0.04167,0.28678,0.07866,0.15292,0.0207,0.07632,0.1832,0.03388,0.0868,5435.0
5442,4,60283999,60301569,0.02821,0.00863,0.02474,0.01363,0.1732,0.00858,0.03409,0.07102,0.02094,0.09132,0.03469,0.03162,0.02034,0.18819,0.01112,0.06463,0.25493,0.03001,0.13624,0.02029,0.18967,5442.0
5452,4,63665220,63678066,0.01441,0.14196,0.01706,0.10548,0.03649,0.06757,0.23432,0.01547,0.09072,0.08291,0.04204,0.24724,0.47448,0.06658,0.35562,0.08485,0.09742,0.03559,0.2801,0.02544,0.16708,5452.0
5469,4,69365480,69553855,0.12309,0.01134,0.14191,0.05487,0.02954,0.13223,0.18614,0.02867,0.03002,0.07081,0.01284,0.21267,0.09492,0.05817,0.18363,0.06135,0.11671,0.01828,0.03118,0.03092,0.06498,5469.0
5513,4,90100662,90113606,0.06559,0.06103,0.01688,0.02605,0.04333,0.02048,0.2152,0.10826,0.13055,0.16368,0.13078,0.06017,0.04167,0.0,0.04343,0.02428,0.05401,0.01401,0.04167,0.01653,0.03625,5513.0
5519,4,91926419,91936156,0.03939,0.34578,0.01312,0.03874,0.16276,0.01097,0.24637,0.0293,0.01608,0.09725,0.02749,0.38172,0.23753,0.06489,0.32585,0.03696,0.19267,0.01378,0.09865,0.03111,0.15388,5519.0
5531,4,93855061,93866171,0.03878,0.10475,0.05308,0.18952,0.20316,0.07875,0.23787,0.01687,0.09563,0.1098,0.0198,0.3207,0.55384,0.57885,0.29649,0.08728,0.10337,0.01604,0.02284,0.05123,0.06162,5531.0
5557,4,106939496,106945546,0.11509,0.06721,0.13976,0.43353,0.38893,0.24959,0.0193,0.01601,0.16822,0.12,0.05179,0.02697,0.22607,0.1735,0.08905,0.15429,0.11067,0.04111,0.0296,0.05386,0.02863,5557.0
5558,4,107055581,107063577,0.02162,0.11466,0.01005,0.02484,0.0181,0.02631,0.24025,0.0325,0.01653,0.06403,0.08176,0.1359,0.24404,0.08229,0.06495,0.04235,0.02875,0.02906,0.07828,0.0864,0.01564,5558.0
5564,4,108241790,108380157,0.03341,0.0201,0.0289,0.02353,0.15274,0.01339,0.08448,0.01521,0.10125,0.34425,0.02072,0.07642,0.01509,0.11269,0.04385,0.10059,0.34954,0.02064,0.12261,0.05247,0.24261,5564.0
5578,4,115172502,115185798,0.0104,0.00929,0.01058,0.01993,0.115,0.00922,0.01665,0.01531,0.03572,0.11873,0.01646,0.01724,0.02089,0.16145,0.01111,0.03907,0.16603,0.01689,0.25212,0.02013,0.15629,5578.0
5609,4,130280436,130283193,0.02163,0.21269,0.01982,0.01929,0.01893,0.02251,0.2194,0.0,0.0,0.0,0.0,0.18853,0.17859,0.17131,0.23279,0.0,0.0,0.0,0.0,0.0,0.0,5609.0
5614,4,132640140,132687427,0.03641,0.00873,0.01251,0.05486,0.102,0.05404,0.0471,0.02893,0.01915,0.04864,0.01203,0.01673,0.10683,0.21686,0.08979,0.06212,0.13411,0.04436,0.06513,0.01897,0.08857,5614.0
5616,4,133174309,133183748,0.01619,0.05431,0.02179,0.17454,0.06415,0.00861,0.02971,0.01618,0.15907,0.04821,0.02346,0.02383,0.07823,0.01775,0.06848,0.15301,0.04408,0.03268,0.06741,0.23201,0.09065,5616.0
5622,4,135431194,135437146,0.01868,0.0878,0.06556,0.13715,0.03477,0.14033,0.04276,0.12405,0.21733,0.08043,0.21012,0.23611,0.33112,0.17583,0.34696,0.08869,0.03255,0.03484,0.16996,0.02647,0.07947,5622.0
5645,4,142230540,142233562,0.00886,0.03985,0.02228,0.03523,0.2107,0.01062,0.04631,0.03182,0.04928,0.29977,0.01455,0.10419,0.13119,0.42862,0.06553,0.0234,0.22831,0.01932,0.17056,0.03115,0.23603,5645.0
5676,4,151874092,151887283,0.01351,0.20665,0.01351,0.01351,0.01351,0.01351,0.17213,0.0,0.0,0.0,0.0,0.1475,0.13967,0.13395,0.18296,0.0,0.0,0.0,0.0,0.0,0.0,5676.0
5716,4,163277909,163281460,0.01427,0.01811,0.04266,0.27809,0.15336,0.04614,0.0126,0.02746,0.22284,0.11444,0.02576,0.02166,0.2072,0.0996,0.02064,0.14857,0.06321,0.01382,0.05109,0.13722,0.05079,5716.0
5736,4,172374295,172379672,0.01285,0.30077,0.1002,0.08978,0.04719,0.0323,0.2456,0.17293,0.15919,0.09568,0.06137,0.45326,0.43222,0.37481,0.39197,0.0214,0.13006,0.0631,0.11146,0.05602,0.02049,5736.0
5739,4,172987856,172992597,0.01622,0.01335,0.03578,0.18631,0.0252,0.06408,0.03717,0.02227,0.15815,0.06429,0.03376,0.07347,0.28664,0.02017,0.10476,0.12344,0.12526,0.0177,0.40998,0.07102,0.13648,5739.0
5740,4,173424805,173436609,0.03988,0.11634,0.01455,0.056,0.05492,0.07783,0.21896,0.03581,0.06542,0.06938,0.0725,0.13869,0.21393,0.20724,0.27547,0.08226,0.08349,0.09326,0.02806,0.01429,0.01567,5740.0
5783,4,186441531,186444411,0.01108,0.51794,0.04793,0.05878,0.01513,0.02296,0.48672,0.10309,0.12435,0.01751,0.05244,0.58584,0.58262,0.39912,0.60952,0.03108,0.11874,0.05101,0.14161,0.08574,0.06293,5783.0
5784,4,187093396,187098364,0.11033,0.17321,0.02407,0.02278,0.23994,0.1223,0.02027,0.05163,0.05342,0.06911,0.0122,0.08934,0.09063,0.03748,0.01579,0.01963,0.18389,0.05497,0.19031,0.05609,0.05574,5784.0
5794,4,189436546,189439141,0.01151,0.04195,0.0412,0.07587,0.03122,0.12922,0.04862,0.07491,0.12113,0.04146,0.15077,0.1623,0.21934,0.0,0.22906,0.0273,0.13171,0.03998,0.18051,0.02058,0.16999,5794.0
5800,4,190662382,190684651,0.00994,0.01504,0.02335,0.06424,0.07815,0.02729,0.01507,0.02768,0.12329,0.122,0.04764,0.01576,0.12442,0.06282,0.06133,0.22033,0.09286,0.09418,0.41666,0.03231,0.21296,5800.0
5801,4,190985982,191016089,0.02342,0.08623,0.07505,0.01161,0.01048,0.02775,0.13013,0.0322,0.03813,0.03136,0.01193,0.21878,0.07249,0.0862,0.18761,0.1125,0.09924,0.04746,0.0233,0.05553,0.04283,5801.0
5805,5,207984,217909,0.04149,0.08233,0.01102,0.04903,0.02409,0.05888,0.18551,0.04592,0.02564,0.0215,0.01614,0.09113,0.17972,0.13089,0.22194,0.07398,0.0333,0.07024,0.06078,0.02174,0.04073,5805.0
5847,5,10267324,10275535,0.14349,0.25821,0.34754,0.27699,0.30048,0.57817,0.03587,0.09935,0.06116,0.07642,0.27155,0.03455,0.01894,0.02462,0.14799,0.02603,0.02264,0.06762,0.02294,0.11114,0.09547,5847.0
5857,5,12810950,12820771,0.02215,0.28331,0.01062,0.01224,0.01166,0.20656,0.19841,0.02317,0.03933,0.03734,0.12667,0.28959,0.30776,0.30789,0.02112,0.02584,0.02531,0.19408,0.02185,0.21873,0.21515,5857.0
5868,5,15719202,15721264,0.02245,0.01588,0.0824,0.03497,0.05039,0.04166,0.05334,0.17925,0.09566,0.02649,0.10665,0.06862,0.02366,0.1049,0.02121,0.06462,0.32847,0.04726,0.19212,0.0143,0.18987,5868.0
5900,5,26792704,26802089,0.04023,0.01854,0.15871,0.17827,0.20457,0.29177,0.09278,0.08541,0.10955,0.14185,0.18376,0.27034,0.30022,0.33636,0.41303,0.02264,0.03597,0.0381,0.02696,0.02419,0.01534,5900.0
5940,5,42627456,42631479,0.00933,0.10163,0.12632,0.09165,0.0791,0.02172,0.12145,0.15257,0.11095,0.09675,0.02097,0.38135,0.32553,0.30139,0.18171,0.02534,0.03035,0.0922,0.02235,0.06137,0.05188,5940.0
5950,5,45004677,45015379,0.01293,0.22292,0.0305,0.08816,0.0107,0.1215,0.25587,0.02519,0.09311,0.02324,0.10865,0.21803,0.09807,0.31947,0.06587,0.06042,0.0525,0.0609,0.14393,0.01449,0.1492,5950.0
5977,5,57323420,57335861,0.02036,0.05176,0.00998,0.21379,0.06021,0.02013,0.04174,0.03624,0.28611,0.09992,0.01179,0.11361,0.33734,0.046,0.0428,0.2259,0.19912,0.03337,0.3112,0.29322,0.09585,5977.0
5983,5,60000466,60004882,0.06858,0.15159,0.01001,0.27372,0.01447,0.01272,0.02897,0.0778,0.11298,0.09381,0.10235,0.15601,0.0529,0.16877,0.19415,0.3582,0.0247,0.0169,0.36226,0.35528,0.01478,5983.0
5996,5,63697734,63702227,0.01939,0.0085,0.02755,0.05853,0.02279,0.08208,0.02235,0.08029,0.14366,0.01697,0.18462,0.03864,0.08542,0.02885,0.11068,0.05518,0.09878,0.06103,0.1777,0.0,0.20918,5996.0
6006,5,70395448,70660702,0.00903,0.0786,0.03595,0.13478,0.11556,0.1482,0.10287,0.05794,0.22237,0.21446,0.21434,0.02851,0.04558,0.03355,0.02828,0.12592,0.11924,0.09244,0.02586,0.02026,0.01507,6006.0
6026,5,79900557,79910136,0.02564,0.02273,0.0,0.31866,0.0,0.0,0.01221,0.02564,0.22594,0.02564,0.02564,0.02273,0.23829,0.02273,0.02273,0.25582,0.0,0.0,0.23974,0.29288,0.0,6026.0
6035,5,83948296,83955075,0.01562,0.23489,0.01957,0.01797,0.01579,0.01718,0.20388,0.03185,0.02438,0.01729,0.0127,0.17756,0.16757,0.15954,0.21721,0.02085,0.03229,0.02394,0.02649,0.01845,0.01471,6035.0
6049,5,87377721,87382416,0.01348,0.00926,0.13005,0.16941,0.16092,0.18144,0.01387,0.22569,0.29101,0.28067,0.27742,0.19011,0.25064,0.24088,0.24084,0.05518,0.05437,0.01543,0.0,0.0291,0.02869,6049.0
6053,5,90497249,90506142,0.01876,0.04859,0.02413,0.2843,0.02,0.00895,0.102,0.01702,0.42438,0.01672,0.01901,0.11067,0.15376,0.0952,0.06265,0.44879,0.02149,0.02754,0.42119,0.33847,0.02362,6053.0
6063,5,97400717,97402935,0.01429,0.01773,0.03497,0.07094,0.02531,0.02874,0.0125,0.02482,0.12909,0.02041,0.01637,0.01991,0.1391,0.01693,0.01328,0.22023,0.02164,0.01468,0.19229,0.17206,0.01471,6063.0
6091,5,105893530,105901603,0.02306,0.02681,0.087,0.02032,0.39846,0.01095,0.06801,0.15734,0.0,0.48026,0.04241,0.0359,0.05723,0.2871,0.01818,0.13575,0.17798,0.06703,0.43399,0.03731,0.35935,6091.0
6092,5,106227436,106241465,0.06052,0.08014,0.01315,0.08193,0.01911,0.01218,0.01363,0.10654,0.28156,0.12567,0.101,0.12881,0.31032,0.14749,0.12532,0.09035,0.02276,0.0137,0.0662,0.07277,0.01672,6092.0
6093,5,106323939,106327304,0.02982,0.01095,0.11029,0.21829,0.08784,0.04879,0.05365,0.06968,0.2154,0.05518,0.01588,0.16986,0.32008,0.14197,0.07538,0.10307,0.0214,0.03668,0.1232,0.13206,0.02896,6093.0
6130,5,121131772,121136232,0.01047,0.02379,0.01007,0.0203,0.19082,0.02408,0.02564,0.01603,0.02564,0.22221,0.02564,0.03704,0.0,0.28079,0.0,0.03704,0.19533,0.03704,0.2411,0.0,0.28331,6130.0
6136,5,121574578,121597474,0.02673,0.15477,0.01688,0.16835,0.06026,0.04274,0.07719,0.0632,0.10419,0.15139,0.1211,0.19908,0.01694,0.29587,0.30167,0.26753,0.07231,0.02501,0.41341,0.36981,0.03506,6136.0
6151,5,127406779,127411637,0.01076,0.21321,0.19815,0.01177,0.23714,0.03385,0.21195,0.23011,0.01587,0.29796,0.02659,0.01434,0.20445,0.02991,0.12142,0.24893,0.03761,0.12852,0.33883,0.02741,0.18086,6151.0
6161,5,133133607,133136712,0.01081,0.00894,0.05001,0.1253,0.02061,0.03588,0.01262,0.051,0.15953,0.0433,0.02886,0.05437,0.15174,0.03287,0.03372,0.07097,0.14359,0.01803,0.32593,0.0847,0.09512,6161.0
6214,5,150201231,150223428,0.0502,0.2618,0.07634,0.12149,0.01289,0.13997,0.11718,0.01963,0.04192,0.07828,0.03802,0.08398,0.0396,0.30102,0.04034,0.03041,0.13422,0.0228,0.19792,0.01432,0.16506,6214.0
6219,5,151514544,151519759,0.00952,0.14861,0.01865,0.01113,0.01528,0.1172,0.17971,0.02156,0.01594,0.02798,0.13246,0.14302,0.20082,0.30491,0.02075,0.0251,0.05782,0.09196,0.03634,0.13914,0.23128,6219.0
6236,5,160587133,160591844,0.01398,0.08424,0.10645,0.19266,0.02324,0.14328,0.12718,0.09108,0.20007,0.01935,0.11017,0.32573,0.44836,0.15614,0.37735,0.09377,0.08403,0.01425,0.24607,0.06248,0.08868,6236.0
6243,5,162861614,162863672,0.01472,0.10433,0.03617,0.21687,0.15288,0.23297,0.18021,0.02399,0.18342,0.12506,0.17135,0.27411,0.55507,0.48636,0.47007,0.12866,0.08168,0.10812,0.02928,0.01434,0.02012,6243.0
6257,5,170128654,170131933,0.23815,0.00927,0.47382,0.23532,0.44365,0.4123,0.28031,0.15802,0.01896,0.15252,0.0664,0.57349,0.29739,0.54981,0.45784,0.12871,0.02079,0.03837,0.12913,0.04153,0.04047,6257.0
6272,5,175527755,175537393,0.03013,0.00866,0.01236,0.08891,0.01686,0.01155,0.03357,0.02737,0.24924,0.02006,0.06782,0.01588,0.1225,0.02156,0.01686,0.17658,0.0225,0.02886,0.19988,0.09591,0.04017,6272.0
6273,5,175537393,175556432,0.03203,0.02359,0.01495,0.08907,0.02392,0.00868,0.07804,0.02702,0.2793,0.01674,0.04355,0.04625,0.03532,0.06007,0.03223,0.19299,0.02712,0.01898,0.23483,0.14016,0.03425,6273.0
6290,5,178111461,178124963,0.01038,0.05542,0.01174,0.13962,0.0566,0.03867,0.08226,0.0152,0.15011,0.09417,0.03053,0.08749,0.35086,0.01678,0.16162,0.16232,0.1107,0.02992,0.38977,0.07035,0.16095,6290.0
6292,5,178384874,178391899,0.01351,0.01351,0.19879,0.26744,0.01351,0.20976,0.0,0.18057,0.24542,0.0,0.17587,0.18635,0.25241,0.0,0.1842,0.02354,0.15068,0.01427,0.2079,0.01575,0.13602,6292.0
6298,5,180374981,180430956,0.03849,0.04519,0.01045,0.10705,0.05159,0.00893,0.01242,0.04097,0.06667,0.19161,0.05335,0.04526,0.05526,0.19795,0.06035,0.15778,0.09276,0.0161,0.39848,0.14593,0.05336,6298.0
6363,6,24324781,24328341,0.01053,0.12128,0.04286,0.11929,0.01387,0.1611,0.18055,0.03776,0.11273,0.02722,0.13247,0.30225,0.47237,0.14023,0.45359,0.04606,0.08148,0.04968,0.18643,0.015,0.18243,6363.0
6393,6,30065894,30068872,0.0,0.0,0.0,0.31736,0.0,0.0,0.0,0.0,0.28107,0.0,0.0,0.0,0.28889,0.0,0.0,0.25472,0.0,0.0,0.2387,0.29166,0.0,6393.0
6399,6,31280690,31316901,0.00946,0.08311,0.04707,0.13932,0.01591,0.03049,0.09547,0.07268,0.19385,0.02061,0.04292,0.24025,0.39557,0.06076,0.17763,0.05803,0.10103,0.01679,0.22851,0.07143,0.05881,6399.0
6400,6,31336653,31339359,0.1125,0.02753,0.14029,0.04195,0.0923,0.01764,0.1722,0.01607,0.03361,0.01818,0.06295,0.23573,0.11693,0.20223,0.05951,0.04987,0.0264,0.08381,0.03222,0.02164,0.05068,6400.0
6403,6,31947970,32014301,0.01795,0.31982,0.00992,0.0112,0.01351,0.01292,0.32004,0.02505,0.03523,0.04311,0.01288,0.3624,0.46823,0.47037,0.34555,0.02048,0.02359,0.01863,0.02275,0.02571,0.03222,6403.0
6466,6,53928253,53935160,0.00968,0.43894,0.07229,0.07508,0.23959,0.05407,0.41295,0.06786,0.0728,0.24349,0.04386,0.21099,0.204,0.04787,0.25434,0.01969,0.09452,0.0163,0.09292,0.01781,0.10951,6466.0
6479,6,57447621,57452661,0.01778,0.01955,0.0887,0.03485,0.01071,0.04512,0.05578,0.06143,0.08506,0.02712,0.08938,0.19726,0.02136,0.02089,0.02162,0.25711,0.11268,0.22098,0.04183,0.01474,0.03711,6479.0
6484,6,58028491,58087463,0.01447,0.00989,0.02692,0.01333,0.0264,0.03038,0.01653,0.12496,0.01765,0.13919,0.1059,0.04869,0.01669,0.04963,0.05064,0.20612,0.02204,0.01488,0.24117,0.1479,0.0194,6484.0
6498,6,64659039,64673571,0.06922,0.26868,0.01753,0.21553,0.01734,0.02478,0.13354,0.0436,0.12781,0.13025,0.02924,0.29481,0.02273,0.44362,0.21472,0.28496,0.05777,0.01485,0.42989,0.18842,0.0595,6498.0
6501,6,65709074,65722101,0.0192,0.14728,0.01295,0.04512,0.01319,0.01147,0.13042,0.04387,0.10583,0.04394,0.03759,0.27736,0.35529,0.28662,0.21288,0.04192,0.02041,0.01371,0.04322,0.03538,0.01472,6501.0
6504,6,66073539,66081006,0.01824,0.01861,0.01718,0.01687,0.14874,0.01875,0.0,0.0,0.0,0.20368,0.0,0.0,0.0,0.20911,0.0,0.0,0.18551,0.0,0.17927,0.0,0.21104,6504.0
6505,6,66397287,66405069,0.00887,0.01251,0.06435,0.04234,0.01042,0.18183,0.01692,0.07007,0.04956,0.01641,0.16478,0.10776,0.08105,0.01949,0.21535,0.02255,0.07491,0.04559,0.05743,0.06392,0.14377,6505.0
6525,6,70189617,70214773,0.02227,0.15331,0.01476,0.08601,0.09441,0.01498,0.25647,0.05196,0.05558,0.20013,0.05047,0.11769,0.41114,0.01848,0.10798,0.16652,0.0925,0.01373,0.39242,0.14398,0.07134,6525.0
6530,6,74591675,74605610,0.01306,0.14366,0.06121,0.07187,0.01087,0.02806,0.1873,0.10084,0.05787,0.02405,0.051,0.03023,0.33706,0.1353,0.06682,0.24742,0.0724,0.02431,0.12127,0.15302,0.02707,6530.0
6537,6,77016420,77029591,0.03298,0.01858,0.02867,0.02742,0.11696,0.01819,0.02273,0.0,0.0,0.23739,0.07538,0.02273,0.02273,0.19711,0.05102,0.0,0.21618,0.06553,0.20884,0.06249,0.07406,6537.0
6538,6,77096645,77100104,0.00969,0.52198,0.07586,0.08194,0.01906,0.14705,0.51181,0.07237,0.0818,0.0218,0.12558,0.25762,0.27005,0.39586,0.19496,0.01965,0.0442,0.02175,0.05051,0.02155,0.07093,6538.0
6569,6,86622872,86632263,0.07431,0.02307,0.01516,0.12243,0.20658,0.00995,0.03366,0.13386,0.03663,0.12394,0.10302,0.05267,0.08483,0.1829,0.03723,0.23709,0.39874,0.01511,0.08271,0.1709,0.28228,6569.0
6596,6,93573779,93577977,0.01351,0.22174,0.01351,0.01351,0.01351,0.01351,0.18711,0.0,0.0,0.0,0.0,0.16042,0.1519,0.14567,0.1988,0.0,0.0,0.0,0.0,0.0,0.0,6596.0
6602,6,96387398,96389875,0.02262,0.03369,0.11947,0.03489,0.21726,0.02352,0.01385,0.0671,0.09155,0.1509,0.01181,0.04735,0.09576,0.11796,0.01233,0.22785,0.04332,0.06009,0.34834,0.07995,0.1377,6602.0
6605,6,98415719,98419056,0.00956,0.0151,0.10726,0.33979,0.01516,0.06168,0.01474,0.09054,0.2992,0.02564,0.0477,0.06924,0.26658,0.03054,0.03383,0.09556,0.10941,0.02102,0.30332,0.14608,0.06025,6605.0
6606,6,98592401,98610882,0.01061,0.04285,0.07015,0.2418,0.0199,0.02783,0.0547,0.09272,0.26895,0.02564,0.04015,0.01763,0.10314,0.06366,0.01353,0.07753,0.10904,0.02569,0.27077,0.13684,0.05206,6606.0
6625,6,103737361,103767104,0.05501,0.08196,0.04152,0.05997,0.08715,0.04514,0.26033,0.01554,0.02,0.04179,0.01238,0.21681,0.24386,0.29317,0.22317,0.02557,0.04839,0.01373,0.02878,0.02017,0.039,6625.0
6682,6,122079591,122085053,0.01351,0.22526,0.01351,0.01351,0.01351,0.01351,0.18823,0.0,0.0,0.0,0.0,0.16139,0.15282,0.14655,0.19998,0.0,0.0,0.0,0.0,0.0,0.0,6682.0
6692,6,126182601,126188650,0.07887,0.05276,0.07407,0.01034,0.10712,0.0084,0.2338,0.01545,0.10248,0.03483,0.09521,0.22438,0.04978,0.28066,0.05328,0.11204,0.03658,0.09493,0.1805,0.01431,0.14223,6692.0
6710,6,134589319,134593737,0.01428,0.04223,0.09973,0.1462,0.10711,0.13678,0.08343,0.07238,0.11657,0.08351,0.0906,0.27379,0.34171,0.29975,0.27493,0.02856,0.02113,0.01617,0.02642,0.01588,0.01527,6710.0
6714,6,136851529,136853126,0.01212,0.29968,0.10663,0.0488,0.01042,0.02397,0.28849,0.13979,0.08123,0.01994,0.03951,0.08395,0.13181,0.21302,0.19477,0.03205,0.10029,0.04678,0.05776,0.01923,0.02584,6714.0
6721,6,139602000,139607253,0.05515,0.01564,0.03784,0.09492,0.09011,0.01239,0.02945,0.16369,0.27728,0.26729,0.09263,0.07932,0.16465,0.15791,0.03343,0.07404,0.07243,0.03009,0.0,0.09998,0.09593,6721.0
6732,6,142099277,142143035,0.02231,0.18796,0.02035,0.01307,0.01938,0.02327,0.20344,0.0,0.04167,0.0,0.0,0.17459,0.15358,0.15857,0.21601,0.04167,0.0,0.0,0.04167,0.04167,0.0,6732.0
6757,6,152389651,152392853,0.00975,0.26668,0.01286,0.25926,0.04531,0.08482,0.28624,0.02303,0.31303,0.05354,0.09859,0.20758,0.01646,0.38871,0.07419,0.24725,0.10214,0.05584,0.47323,0.08703,0.18137,6757.0
6777,6,160076074,160089825,0.00987,0.08105,0.01036,0.0391,0.04912,0.10434,0.07708,0.01841,0.04238,0.05565,0.13642,0.10894,0.02148,0.01715,0.33707,0.06964,0.08941,0.10001,0.02324,0.24371,0.27211,6777.0
6781,6,161023693,161076390,0.00894,0.02222,0.06086,0.18151,0.10753,0.11429,0.0313,0.07904,0.24961,0.15116,0.1301,0.1494,0.33921,0.23415,0.22173,0.08927,0.03636,0.02022,0.04481,0.04931,0.01682,6781.0
6794,6,164542715,164550424,0.02948,0.02828,0.03282,0.06909,0.03213,0.01898,0.0943,0.01555,0.1758,0.01687,0.01331,0.10209,0.03857,0.10263,0.06789,0.20217,0.02041,0.01685,0.2182,0.1286,0.01793,6794.0
