,chr,start,end,AFR-AMR,AFR-ARC,AFR-EA,AFR-OCN,AFR-SA,AFR-SIB,AFR-WEA,AMR-ARC,AMR-EA,AMR-OCN,AMR-SA,AMR-SIB,AMR-WEA,ARC-EA,ARC-OCN,ARC-SA,ARC-SIB,ARC-WEA,EA-OCN,EA-SA,EA-SIB,EA-WEA,OCN-SA,OCN-SIB,OCN-WEA,SA-SIB,SA-WEA,SIB-WEA
13450,chr8,11891390,11998603,0.01618,-0.06474,-0.00336,0.00978,-0.00531,0.00182,-0.00615,-0.13623,-0.00351,0.13195,-0.00931,0.11256,0.00209,-0.10182,-0.20205,-0.13439,-0.21993,-0.06825,0.06723,-0.01491,0.05068,-0.00897,0.06793,-0.02203,0.04317,0.05034,-0.0111,0.03069
13451,chr8,11764192,11799824,0.04924,0.4397,0.07377,0.02305,0.05716,0.05068,0.08228,0.91971,,-0.0,,,,0.9215,0.84615,0.92045,0.91986,0.92188,0.0,,,,0.0,0.0,-0.0,,,
13452,chr8,12026707,12091774,0.00328,-0.06328,-0.00323,0.00037,-0.00929,-0.0068,-0.01021,-0.13728,0.04778,0.06647,-0.0157,0.04619,0.01514,-0.09585,-0.16678,-0.11165,-0.18964,-0.06407,-0.01411,0.01793,-0.01474,-0.00418,0.02742,-0.02125,-0.00176,0.01183,-0.00187,-0.00755
13453,chr8,11854040,11891390,0.02446,-0.06749,0.03324,-0.00606,0.0327,0.0185,0.04044,-0.19547,-0.00306,0.0076,0.00125,0.08251,-0.01259,-0.20933,-0.15254,-0.18553,-0.21932,-0.20242,0.00379,0.05788,0.02762,-0.00089,0.01641,-0.00436,0.00925,0.1759,0.01669,0.05556
13454,chr8,11929820,11985037,-0.01254,-0.04782,0.00215,0.01904,-0.01209,0.04973,-0.0073,-0.12252,-0.01189,0.00373,-0.02168,0.04567,-0.01299,-0.07497,-0.13937,-0.09755,-0.19224,-0.04982,-0.0069,-0.00892,0.01857,-0.00554,0.00816,-0.01636,0.00669,0.04836,-0.01192,0.03376
13455,chr8,11854040,11998603,-0.00272,-0.06096,-0.01207,0.03076,-0.0138,0.00819,-0.0108,-0.12367,0.00189,0.11572,-0.00999,0.06916,0.00061,-0.08302,-0.17383,-0.11544,-0.17103,-0.05816,0.03968,-0.0137,0.01133,-0.0096,0.05415,-0.0166,0.03538,0.01914,-0.01142,0.01174
13456,chr8,11626120,11759184,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,-0.0,,,,,,
13457,chr8,11929820,12026707,-0.0109,-0.06626,-0.00719,0.02585,-0.01268,0.00221,-0.00713,-0.16296,0.00625,0.08004,-0.02057,0.03041,0.00383,-0.12891,-0.22167,-0.1396,-0.216,-0.08333,0.01628,-0.00035,-0.00936,-0.00948,0.06153,-0.01274,0.01398,0.01808,-0.00114,-0.00627
13458,chr8,11929820,12091774,0.00962,-0.07326,-0.00246,-0.01418,-0.01004,-0.00399,-0.01059,-0.15143,-0.01032,0.0157,0.04552,-0.01806,0.00831,-0.11006,-0.18661,-0.23111,-0.19643,-0.08461,-0.00225,0.01773,-0.01527,-0.00266,-0.02112,-0.00529,-0.01175,0.01882,-0.00311,-0.00508
13459,chr8,74345200,74350566,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,-0.00361,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
13460,chr8,12176136,12240614,0.09029,0.00364,0.06211,0.05306,0.1047,0.12754,0.06405,0.05183,-0.01166,-0.02174,-0.02214,-0.02059,-0.01089,0.02272,0.0363,0.04873,0.06005,0.01757,-0.01706,-0.00834,0.00052,-0.00941,-0.01864,-0.01098,-0.01401,-0.01802,-0.00846,-0.00212
13461,chr8,12176136,12278996,0.16581,0.03351,0.23992,0.13241,0.20648,0.21008,0.17778,0.20391,-0.01057,-0.02344,-0.01922,-0.02135,-0.01249,0.13677,0.16844,0.18041,0.23409,0.08594,-0.00485,-0.01391,-0.01471,-0.00542,-0.01453,-0.01573,-0.01149,-0.02099,-0.01066,-0.01052
13462,chr8,12240814,12278996,0.04921,0.00674,0.13028,0.074,0.10685,0.07524,0.08879,0.05622,0.00364,-0.02056,-0.00943,-0.02112,-0.00667,0.04091,0.05643,0.05664,0.06024,0.02604,-0.01077,-0.01294,-0.0076,-0.00591,-0.0203,-0.02433,-0.01323,-0.0182,-0.01149,-0.01172
13463,chr8,12147530,12176136,0.12979,0.17304,0.15377,0.10684,0.12776,0.09024,0.2052,0.91971,0.00746,0.0,0.0,0.02439,,0.79282,0.84615,0.84865,0.78518,0.92188,-0.01611,-0.01339,-0.01077,0.01315,-0.02174,-0.01667,-0.0,-0.01035,0.0,0.03556
13464,chr8,12231382,12240614,0.06863,0.0036,0.09832,0.13746,0.1192,0.14669,0.07451,0.03936,-0.01692,-0.00914,-0.01759,-0.00916,-0.0137,0.02866,0.05423,0.04602,0.0593,0.01791,-0.00623,-0.01249,-0.00563,-0.00926,-0.01822,-0.02442,-0.00127,-0.01793,-0.00813,-0.00067
13465,chr8,135058602,135068231,0.0,0.0,-0.00125,-0.01667,0.0,0.0532,-0.0,,0.01515,-0.0,,0.07692,,0.00207,0.0,,0.01429,,-0.01265,0.01779,0.01122,0.02655,0.0,0.02105,-0.0,0.08571,,0.10946
13466,chr8,12668433,12671402,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
13467,chr8,12805424,12897162,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
13468,chr8,74875041,74882867,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
13469,chr8,75308099,75333180,0.07925,0.01176,0.11688,0.07925,0.09153,0.08148,0.12967,,,,,,,,,,,,,,,,,,,,,
13470,chr8,136500965,136508287,0.0,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
13471,chr8,75360292,75367970,0.05433,0.2688,0.01711,-0.01241,-0.01469,0.06635,-0.00334,0.21544,-0.00555,0.0841,0.0229,-0.02277,0.01609,0.15823,0.40519,0.24086,0.15493,0.1507,0.03069,-0.00287,0.00116,-0.0026,-0.00936,0.09219,0.00448,0.03337,-0.0121,0.02572
13472,chr8,136620158,136628564,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13473,chr8,13598986,13608447,0.04512,0.00649,0.06774,0.04512,0.00709,-0.00047,0.03626,,,,0.0,-0.0,0.0,,,0.0,0.0,-0.0,,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.02128,-0.0119,-0.01266
13474,chr8,13598986,13599979,0.0288,0.00409,0.04362,0.0288,0.03355,0.04056,0.01934,,,,,-0.0,0.0,,,,-0.0,-0.0,,,-0.0,-0.0,,-0.0,0.0,-0.0,0.0,0.00744
13475,chr8,13675323,13697934,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13476,chr8,13601988,13603304,0.03516,0.00501,0.05306,0.03516,0.02862,0.0362,0.02887,,,,0.0,,0.0,,,0.0,,-0.0,,0.0,,-0.0,0.0,,0.0,0.0,-0.00711,-0.0
13477,chr8,13527514,13582048,,,,,,-0.0,-0.0,,,,,-0.0,0.0,,,,-0.0,-0.0,,,-0.0,-0.0,,-0.0,0.0,-0.0,0.0,-0.00756
13478,chr8,13612407,13652640,0.0178,0.0025,0.02711,0.0178,0.02077,0.01833,-0.00786,,,,,,0.0,,,,,-0.0,,,,-0.0,,,0.0,,0.0,-0.0
13479,chr8,13571367,13665238,0.06806,0.01,0.10096,0.06806,0.04105,0.0051,0.10418,,,,0.0,0.02439,-0.0,,,0.0,0.00433,0.0,,0.0,0.03297,0.0,0.0,0.02439,-0.0,-0.01035,-0.00711,0.02589
13480,chr8,136664738,136668087,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
13481,chr8,136699297,136717545,,,,0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,,0.0,0.0,-0.0,,,
13482,chr8,137158967,137164262,0.03043,0.02119,0.00051,-0.0088,0.01401,-0.01563,0.11889,0.01579,0.00091,-0.00329,0.13315,0.04309,0.21329,0.01472,0.02532,0.06203,0.04458,0.05636,-0.01662,0.06772,-0.0011,0.20139,0.0462,-0.01303,0.13598,0.00713,0.02712,0.09126
13483,chr8,14030369,14069801,,,,,,,0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
13484,chr8,137222485,137224520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13485,chr8,14207609,14215490,,,,,,,0.00721,,,,,,0.00464,,,,,0.00058,,,,0.00761,,,0.00464,,0.00554,0.0048
13486,chr8,76203355,76208178,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13487,chr8,137323391,137334375,,,-0.0,,0.0,,,,-0.0,,0.0,,,-0.0,,0.0,,,-0.0,-0.0114,-0.0,0.0,0.0,,,0.0,0.0,
13488,chr8,76278226,76289102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13489,chr8,137693804,137713471,0.00875,0.00122,0.01339,0.00875,0.00442,0.00902,0.01505,,,,0.01756,,,,,0.00285,,,,0.02473,,,0.01756,,,0.018,0.02701,
13490,chr8,137680087,137862511,0.00875,0.00122,0.01339,0.00875,-0.00671,0.00902,0.01505,,,,0.01756,,,,,0.00285,,,,0.02473,,,0.01756,,,0.018,0.02701,
13491,chr8,76644588,76651022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13492,chr8,138654864,138656734,0.03417,,,,,,,0.00476,0.03516,0.02625,0.02935,0.02683,0.03782,,,,,,,,,,,,,,,
13493,chr8,14454767,14467227,,,0.0,,,,,,-0.0,,,,,0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
13494,chr8,76907886,76912808,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
13495,chr8,77050044,77052203,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13496,chr8,77125030,77132345,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
13497,chr8,138800783,138803089,0.03684,0.00526,0.05556,0.03684,0.04286,0.03793,0.06211,,,,,,,,,,,,,,,,,,,,,
13498,chr8,14694437,14765288,0.0,,,,,,,0.0,-0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
13499,chr8,138817028,138820038,0.03196,0.27071,0.04831,0.03196,0.0372,0.03291,0.04138,0.79245,,,,,-0.00453,0.79646,0.79245,0.79412,0.79279,0.56443,,,,-0.00746,,,-0.00453,,-0.00541,-0.00468
13500,chr8,14785675,14796512,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13501,chr8,77356649,77361037,-0.01667,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
13502,chr8,138821944,138825920,,,,,0.0,,0.00721,,,,0.0,,0.00464,,,0.0,,0.00058,,0.0,,0.00761,0.0,,0.00464,0.0,-0.01233,0.0048
13503,chr8,138862217,138871576,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
13504,chr8,14944997,14946596,0.04126,0.00592,0.06207,0.04126,0.04796,0.04247,0.06933,,,,,,,,,,,,,,,,,,,,,
13505,chr8,77832512,77836271,0.0178,0.0025,0.02711,0.0178,0.02077,0.01833,0.03041,,,,,,,,,,,,,,,,,,,,,
13506,chr8,15082819,15085143,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13507,chr8,78124714,78126708,0.0178,0.0025,0.02711,0.0178,0.02077,0.01833,0.03041,,,,,,,,,,,,,,,,,,,,,
13508,chr8,15119057,15226286,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13509,chr8,139910476,139912759,,,,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
13510,chr8,15401610,15412500,,,0.02245,,0.08692,,0.04561,,0.01515,,0.06499,,0.02976,0.00207,,0.01099,,0.00383,0.01515,0.02271,0.01563,-0.00146,0.06499,,0.02976,0.06655,-0.00081,0.03075
13511,chr8,15419789,15433424,0.0,,,-0.0,0.0,,-0.0,0.0,-0.0,0.01442,0.01261,0.0,0.0125,,-0.0,0.0,,0.0,-0.0,0.0,,0.0,-0.02174,-0.0,-0.00765,0.0,-0.00711,0.0
13512,chr8,15412500,15433424,-0.0,,,0.0,0.0,,-0.0,-0.0,0.0,-0.01485,-0.02174,-0.0,-0.01282,,-0.0,0.0,,-0.0,-0.0,0.0,,-0.0,-0.01293,0.0,-0.00765,0.0,-0.0119,-0.0
13513,chr8,15743857,15746744,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,-0.0,,,,,,
13514,chr8,140256676,140259389,0.03196,0.00455,0.04831,0.03196,0.0372,0.03291,0.05406,,,,,,,,,,,,,,,,,,,,,
13515,chr8,15748900,15766673,,,,0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,,0.0,0.0,-0.0,,,
13516,chr8,15776819,15788194,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
13517,chr8,78756679,78777911,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
13518,chr8,140277405,140286221,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13519,chr8,15814042,15820176,0.0178,0.0025,0.02711,0.0178,0.02077,0.01833,0.03041,,,,,,,,,,,,,,,,,,,,,
13520,chr8,78830197,78842091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13521,chr8,140325979,140334533,,,,0.12478,,,,,,0.098,,,,,0.01892,,,,0.12805,,,,0.10862,0.1,0.13675,,,
13522,chr8,15945035,16024348,,,,,,,0.00721,,,,,,0.00464,,,,,0.00058,,,,0.00761,,,0.00464,,0.00554,0.0048
13523,chr8,79177973,79188569,,,,,0.0,,-0.0,,,,0.0,,-0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,-0.0,0.0,-0.0119,0.0
13524,chr8,16200707,16207998,0.22483,0.07961,0.26541,0.25031,0.25737,0.24938,0.40259,0.01324,-0.01591,-0.0228,-0.02184,-0.02452,-0.00173,0.0115,0.0082,0.01099,0.02005,0.00383,-0.01077,-0.01251,-0.01234,0.02134,-0.02078,-0.02296,-0.01229,-0.02053,-0.00081,0.00256
13525,chr8,79474552,79490112,,,,,,,0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
13526,chr8,140603836,140606823,0.14585,0.02182,0.16925,0.13889,0.09647,0.14255,0.03495,-0.0,-0.01563,0.0,0.02584,-0.0,0.01429,-0.0,,0.00285,,0.00028,0.0,0.01955,0.0,0.0125,0.01756,,0.00224,0.018,-0.00547,0.00231
13527,chr8,140605318,140606823,0.15638,0.025,0.22183,0.15638,0.09793,0.16042,0.02152,,,,0.01756,,0.05722,,,0.00285,,0.00755,,0.02473,,0.09071,0.01756,,0.05722,0.018,0.01741,0.05908
13528,chr8,16245668,16252324,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13529,chr8,79545265,79549570,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13530,chr8,16260119,16274061,0.13172,0.02055,0.18917,0.13172,0.02025,0.13522,0.07962,,,,0.01044,,0.02446,,,0.00168,,0.00313,,0.01475,,0.03958,0.01044,,0.02446,0.01071,-0.016,0.02529
13531,chr8,141340814,141348152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13532,chr8,16320578,16328649,0.03684,0.00526,0.05556,0.03684,0.04286,0.03793,0.06211,,,,,,,,,,,,,,,,,,,,,
13533,chr8,79896492,79911820,0.0,0.0,0.0,0.0,0.0,0.0,0.01811,,,,,,0.00464,,,,,0.00058,,,,0.00761,,,0.00464,,0.00554,0.0048
13534,chr8,16383836,16385097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13535,chr8,80205417,80220388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13536,chr8,80288029,80292855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13537,chr8,142165961,142168579,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
13538,chr8,16790955,16829816,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
13539,chr8,80433796,80450790,0.01475,0.00207,0.0225,0.01475,0.01722,0.01519,0.02526,,,,,,,,,,,,,,,,,,,,,
13540,chr8,142239712,142241351,-0.01667,0.0,0.0,0.0,-0.00434,0.0,-0.0,-0.0,-0.0,-0.0,-0.01766,0.0,-0.0,,,0.00285,,,,0.02473,,,0.01756,,,0.018,0.02701,
13541,chr8,143043458,143046548,,,,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
13542,chr8,143100346,143114848,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
13543,chr8,16990876,17001859,0.0,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
13544,chr8,143178638,143181046,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
13545,chr8,143223638,143227911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13546,chr8,143397187,143399826,0.2686,,0.03409,0.23877,,0.11681,-0.0,0.04732,0.15182,-0.01908,0.2389,0.018,0.2559,0.00317,0.0407,,0.01709,0.0,0.11112,0.02707,0.02557,0.01635,0.21141,-0.00507,0.21919,0.10112,0.0,0.09804
13547,chr8,143440781,143442802,,,,,,0.03201,,,,,,0.02439,,,,,0.00433,,,,0.03297,,,0.02439,,0.02736,,0.03556
13548,chr8,17580580,17582679,0.0,0.0,0.0,0.0,-0.01515,0.0,0.00102,,,,0.0,,0.01429,,,0.0,,0.00181,,0.0,,0.02328,0.0,,0.01429,0.0,-0.00596,0.01478
13549,chr8,17750039,17753067,0.20284,0.034,0.24214,0.20284,0.05612,0.15825,0.14066,,-0.0,,0.07513,-0.0,0.02446,-0.0,,0.01282,-0.0,0.00313,-0.0,0.06216,-0.01538,0.01661,0.07513,-0.0,0.02446,0.02683,-0.00079,-0.0012
13550,chr8,17753067,17755460,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,
13551,chr8,82044620,82047007,0.11348,0.0174,0.16448,0.11348,0.03157,0.05532,0.0006,,,,0.05507,0.02439,0.13738,,,0.00923,0.00433,0.01958,,0.07636,0.03297,0.20745,0.05507,0.02439,0.13738,-0.01269,0.06956,0.08853
13552,chr8,82187729,82189191,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
13553,chr8,18045537,18058567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13554,chr8,144006282,144013400,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13555,chr8,82377507,82389889,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13556,chr8,144064394,144070569,0.02716,0.00385,0.04116,0.02716,0.03164,-0.00483,0.02042,,,,,-0.0,-0.0,,,,-0.0,0.0,,,-0.0,0.0,,-0.0,-0.0,-0.0,-0.0,-0.01266
13557,chr8,18480754,18484450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13558,chr8,82410926,82412867,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,0.0,-0.0,,,
13559,chr8,144110550,144123905,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
13560,chr8,18560911,18573262,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
13561,chr8,144276309,144288858,-0.0,-0.0,-0.00711,-0.0,0.0,-0.0,-0.0,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,-0.0,,,,,,
13562,chr8,18606792,18615380,,,,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
13563,chr8,18850568,18864421,0.00875,0.00122,0.01339,0.00875,0.00012,0.00902,-0.00625,,,,0.0,,0.0078,,,0.0,,0.00099,,0.0,,0.01276,0.0,,0.0078,0.0,-0.0058,0.00807
13564,chr8,18853641,18858278,0.00875,0.00122,0.01339,0.00875,-0.01473,0.00902,0.00184,,,,0.0,,0.0094,,,0.0,,0.00119,,0.0,,0.01536,0.0,,0.0094,0.0,-0.00978,0.00973
13565,chr8,144385722,144388532,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
13566,chr8,82974560,82985489,0.0178,0.0025,0.02711,0.0178,0.02077,0.01833,0.03041,,,,,,,,,,,,,,,,,,,,,
13567,chr8,144632219,144636475,-0.01667,-0.04239,0.32376,-0.00069,0.12148,0.087,0.11636,-0.06393,0.23777,-0.01133,0.08336,0.05817,0.0704,-0.06495,-0.07732,-0.11016,-0.1138,-0.05466,0.17504,0.09497,0.10203,0.08507,0.01853,0.00184,0.02793,-0.01983,-0.00963,-0.00704
13568,chr8,19366721,19373938,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13569,chr8,83181651,83183364,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
13570,chr8,83269238,83296765,,,,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
13571,chr8,144943119,144943435,,,-0.0,,,-0.0,,,-0.0,,,-0.0,,-0.0,,,-0.0,,-0.0,0.0,-0.01538,0.0,,-0.0,,-0.0,,0.0
13572,chr8,144994781,144994925,0.0178,0.37,0.02711,-0.01228,0.04248,0.05665,0.03041,1.0,,0.0,0.01044,0.02439,,1.0,0.63333,0.20483,0.15025,1.0,0.0,0.01475,0.03297,,0.02475,0.03788,-0.0,-0.01555,0.01613,0.03556
13573,chr8,144955099,144957566,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13574,chr8,19786024,19794442,,,,0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,,0.0,0.0,-0.0,,,
13575,chr8,145279637,145279787,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
13576,chr8,19883794,19901340,,,0.01109,,,,,,0.00746,,,,,0.00101,,,,,0.00746,0.00877,0.00769,0.01315,,,,,,
13577,chr8,84137486,84153107,,,,0.0,,,,,,-0.0,,,,,-0.0,,,,-0.0,,,,0.0,0.0,-0.0,,,
13578,chr8,19969773,19986782,,,-0.00653,,,,,,-0.00437,,,,,-0.00059,,,,,-0.00437,-0.00514,-0.0045,-0.00777,,,,,,
13579,chr8,19984232,20027724,,,0.00662,,,,,,0.00445,,,,,0.0006,,,,,0.00445,0.00523,0.00459,0.00786,,,,,,
13580,chr8,84201712,84211884,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
13581,chr8,20081403,20085495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13582,chr8,20320272,20323513,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
13583,chr8,84512064,84521914,,,-0.0,,,,,,-0.0,,,,,0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
13584,chr8,145534576,145536377,0.0,,0.02245,0.0,,,0.00721,0.0,-0.01265,-0.025,0.0,0.0,-0.01418,0.00207,0.0,,,0.00058,-0.01265,0.01779,0.01563,-0.00485,0.0,0.0,-0.01418,,0.00554,0.0048
13585,chr8,20511689,20545301,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
13586,chr8,145616372,145619289,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,
13587,chr8,20597076,20609161,,,,,0.02389,,,,,,0.01756,,,,,0.00285,,,,0.02473,,,0.01756,,,0.018,0.02701,
13588,chr8,84796812,84805673,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
13589,chr8,145701887,145708679,,,,0.0,0.0,,,,,-0.0,0.0,,,,-0.0,0.0,,,-0.0,0.0,,,-0.02174,0.0,-0.0,0.0,0.0,
13590,chr8,20900192,20902177,,1.0,,,,-0.0,-0.0,1.0,,,,-0.0,-0.0,1.0,1.0,1.0,0.63492,0.65517,,,-0.0,0.0,,-0.0,-0.0,-0.0,-0.0,-0.01266
13591,chr8,85260829,85267802,0.0007,-0.03393,0.05173,0.05099,0.05917,-0.00944,0.01921,-0.06333,0.00265,0.02625,0.02935,-0.02,-0.01296,-0.02222,0.0,0.0,-0.06786,-0.02709,-0.0,0.0,0.02721,0.00265,,0.05,0.01429,0.0559,0.01703,-0.005
13592,chr8,146195179,146224164,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
13593,chr8,146279935,146301739,0.00698,0.00097,0.02135,0.00698,0.00816,0.08955,0.01997,,-0.0,,,0.06522,-0.0,-0.0,,,0.01199,0.0,-0.0,0.0,0.02699,-0.00783,,0.06522,-0.0,0.07278,-0.0,0.06629
13594,chr8,85924199,85933429,,,,,,,0.00721,,,,,,0.00464,,,,,0.00058,,,,0.00761,,,0.00464,,0.00554,0.0048
13595,chr8,21693518,21698599,,,,0.03417,,,,,,0.02625,,,,,0.00476,,,,0.03516,,,,0.02935,0.02683,0.03782,,,
13596,chr8,86083419,86088677,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
13597,chr8,22179688,22210370,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,-0.0,0.0
13598,chr8,86520030,86522113,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
13599,chr8,86528165,86538543,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
13600,chr8,22549165,22551415,0.0,,,,,,,0.0,-0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
13601,chr8,23061199,23076076,,0.0,,,,,,0.0,,,,,,0.0,-0.0,-0.0,-0.0,0.0,,,,,,,,,,
13602,chr8,23076076,23103887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
