,Chromosome,Start,End,AFR-AMR,AFR-EAS,AFR-EUR,AFR-SAS,AMR-EAS,AMR-EUR,AMR-SAS,EAS-EUR,EAS-SAS,EUR-SAS
7746,chr3,15806839,15808412,0.00423,0.29329,0.06426,0.01219,0.31425,0.03719,0.00197,0.44721,0.34731,0.0262
7749,chr3,16981110,16982195,0.13346,0.20606,0.03214,0.03461,0.01799,0.05312,0.05295,0.12866,0.12627,0.0
7765,chr3,21692438,21694676,0.13211,0.1141,0.23233,0.04204,0.00324,0.01532,0.0293,0.03579,0.01613,0.09231
7788,chr3,26392097,26406637,0.61709,0.69746,0.50755,0.65211,0.03818,0.02415,0.02768,0.11852,0.00065,0.09835
7789,chr3,26412070,26413401,0.45657,0.31106,0.58627,0.36405,0.06449,0.01431,0.03218,0.13746,0.00552,0.09201
7837,chr3,41390782,41392374,0.06492,0.07991,0.08597,0.00104,0.22952,0.01965,0.05636,0.23813,0.0862,0.08949
7838,chr3,41572703,41577031,0.12656,0.06872,0.27604,0.13059,0.00775,0.03411,0.00027,0.06856,0.01021,0.02751
7841,chr3,41791922,41797508,0.07077,0.15038,0.00022,0.01021,0.03876,0.09341,0.03487,0.21127,0.12307,0.01504
7855,chr3,48520651,48524473,0.19578,0.27248,0.21448,0.11977,0.03876,0.0299,0.02307,0.0,0.10417,0.08333
7861,chr3,49333417,49334701,0.06024,0.25776,0.00635,0.15247,0.1177,0.02735,0.03745,0.23109,0.03689,0.12104
7864,chr3,50334633,50342791,0.18238,0.19761,0.0174,0.01107,0.00088,0.1052,0.27487,0.11163,0.27632,0.06599
7865,chr3,50435661,50437112,0.0,0.28971,0.0,0.0,0.25277,0.0,0.0,0.21529,0.23445,0.0
7891,chr3,58589421,58591969,0.28406,0.21859,0.40011,0.39553,0.01091,0.05206,0.03298,0.09491,0.07496,0.00593
7927,chr3,68631153,68636636,0.01139,0.47456,0.00464,0.08262,0.40209,0.00149,0.03645,0.44364,0.26565,0.05545
7948,chr3,75456248,75466524,0.21512,0.26557,0.29505,0.20701,0.00321,0.05623,2e-05,0.04865,0.00441,0.08333
7953,chr3,76066931,76068069,0.06511,0.06251,0.07362,0.01585,0.26938,0.00696,0.03512,0.25112,0.16284,0.05254
7995,chr3,85592451,85598541,0.27463,0.49175,0.26142,0.10547,0.09117,0.00593,0.075,0.13438,0.27003,0.05064
8036,chr3,90478267,90482591,0.14862,0.12746,0.07212,0.21095,0.00162,0.01099,0.00471,0.00466,0.01227,0.03112
8044,chr3,90556418,90568075,0.22541,0.38451,0.23844,0.45,0.05067,1e-05,0.09805,0.05138,0.00806,0.10916
8087,chr3,98526261,98528755,0.07221,0.02061,0.00087,0.04733,0.1554,0.06696,0.21659,0.03043,0.00649,0.07098
8101,chr3,101400161,101404258,0.23476,0.23877,0.17349,0.18803,0.00069,0.01789,0.0125,0.0129,0.00814,0.0007
8102,chr3,101544907,101546261,0.19709,0.2572,0.1163,0.14203,0.00264,0.02188,0.01985,0.04505,0.04378,0.00041
8104,chr3,101930321,101936033,0.12986,0.00709,0.19794,0.04377,0.13696,0.00707,0.0453,0.20849,0.06775,0.09124
8113,chr3,104145527,104146741,0.0882,0.06358,0.305,0.07808,0.00093,0.11935,6e-05,0.10877,0.00124,0.09445
8115,chr3,104267025,104273093,0.11492,0.23577,0.03757,0.0124,0.02911,0.0356,0.06308,0.11334,0.1562,0.00699
8121,chr3,105544956,105546334,0.16827,0.19698,0.12208,0.26127,0.00546,0.00408,0.0158,0.01621,0.0013,0.03863
8129,chr3,108305176,108310211,0.26161,0.11434,0.15724,0.32476,0.03868,0.0448,0.00127,0.00017,0.05565,0.06787
8137,chr3,110038809,110041187,0.04301,0.31081,0.00811,0.17562,0.17577,0.08822,0.06803,0.39566,0.02386,0.25334
8178,chr3,123317297,123319984,0.12946,0.41133,0.0736,0.17844,0.11547,0.01139,0.00146,0.18299,0.10047,0.02444
8183,chr3,126591941,126600296,7e-05,0.24014,0.06992,0.01369,0.25952,0.08352,0.01306,0.52035,0.18127,0.15816
8185,chr3,127815442,127818159,0.01542,0.07211,0.03474,0.03667,0.14991,0.00405,0.09803,0.23098,0.00901,0.1658
8189,chr3,128492787,128502701,0.09973,0.26075,0.14917,0.12507,0.05168,0.00909,0.00115,0.01763,0.0435,0.00491
8191,chr3,128685887,128689951,0.08143,0.23669,0.17372,0.11989,0.0793,0.05058,0.00929,0.0026,0.03625,0.01928
8204,chr3,132068943,132074847,0.09039,0.24042,0.10334,0.20643,0.10944,0.0049,0.09433,0.08772,0.0,0.07742
8205,chr3,132083972,132108226,0.48309,0.15097,0.48822,0.47134,0.20085,0.00133,0.00123,0.2155,0.1839,0.00543
8208,chr3,133372542,133378084,0.01374,0.23721,0.16771,0.10092,0.17093,0.11934,0.0532,0.00227,0.03592,0.01738
8211,chr3,134485232,134525571,0.35045,0.09857,0.24922,0.18957,0.1466,0.01446,0.05932,0.06667,0.02304,0.01401
8212,chr3,134733853,134738922,0.37931,0.38803,0.22288,0.3909,0.00174,0.07155,0.00101,0.05973,8e-05,0.06346
8221,chr3,136530120,136531438,0.17343,0.24488,0.08387,0.29956,0.0105,0.02446,0.02175,0.06226,0.0015,0.10139
8275,chr3,151874102,151888864,0.13594,0.28971,0.43337,0.36447,0.0802,0.1327,0.13374,0.00273,0.00843,0.00199
8283,chr3,154181701,154187780,0.00174,0.05214,0.06404,0.00221,0.07293,0.05099,1e-05,0.23153,0.0916,0.07216
8302,chr3,159149032,159150545,0.34661,0.41895,0.20854,0.25895,0.00737,0.0212,0.01595,0.05143,0.04737,0.00105
8317,chr3,165569156,165683356,0.0,0.23664,0.02971,0.00888,0.24893,0.03667,0.01032,0.36595,0.30924,0.00858
8319,chr3,165821919,165826104,0.00955,0.13492,0.00564,0.01511,0.1111,0.03715,0.00107,0.26667,0.09622,0.05126
8321,chr3,166161170,166169927,0.1172,0.25996,0.05698,0.00434,0.04033,0.01043,0.0753,0.08441,0.19674,0.0319
8326,chr3,167367048,167376951,0.01123,0.11666,0.01386,0.02518,0.08482,0.06295,0.00467,0.24501,0.05541,0.10038
8342,chr3,169663462,169664524,0.04626,0.07949,0.07718,0.19117,0.15137,0.00434,0.02923,0.17568,0.28807,0.00856
8353,chr3,173129462,173130627,0.18176,0.22547,0.17507,0.19305,0.01264,0.00969,0.01073,0.0,0.0,0.0
8358,chr3,174953046,174954048,0.00792,0.22688,0.09037,0.00875,0.15859,0.04921,3e-05,0.04784,0.16437,0.05082
8362,chr3,175476166,175477563,0.00334,0.04616,0.11327,0.00254,0.07841,0.08249,5e-05,0.2733,0.0818,0.08708
8365,chr3,176307256,176358863,0.05407,0.00851,0.34002,0.00463,0.032,0.29843,0.02206,0.40948,0.0,0.27832
8369,chr3,178170221,178176946,0.15366,0.21308,0.0222,0.04995,0.00949,0.06663,0.03692,0.10983,0.07558,0.00559
8394,chr3,184276396,184279602,0.3125,0.32014,0.61554,0.27519,0.00282,0.1253,6e-05,0.08486,0.00174,0.10591
8396,chr3,185822881,185824019,0.00819,0.01239,0.12414,0.01246,0.05121,0.11552,0.04878,0.28985,0.00016,0.27305
8397,chr3,186379741,186380948,2e-05,0.2651,0.02072,3e-05,0.25456,0.0221,0.0001,0.40412,0.2494,0.01828
8398,chr3,186678431,186682810,0.00019,0.0374,0.17583,0.09152,0.05525,0.18594,0.09007,0.37746,0.22889,0.01307
8407,chr3,187568387,187570727,0.0603,0.11405,0.21006,0.03653,0.00886,0.07056,0.00184,0.03221,0.01736,0.08541
8416,chr3,189470043,189476095,0.21696,0.16476,0.27001,0.2523,0.00538,0.00767,0.00094,0.02429,0.01105,0.00386
8422,chr3,192462311,192469786,0.04566,0.11806,0.05665,0.00357,0.25695,0.0035,0.0864,0.25601,0.08131,0.10873
8423,chr3,192835947,192839113,0.11431,0.20864,0.0452,0.09189,0.01788,0.0179,0.00142,0.06683,0.02857,0.00978
8443,chr3,195852913,195862989,0.06361,0.27944,0.20423,0.0931,0.08879,0.04515,0.00221,0.01057,0.07124,0.03339
8449,chr3,197213765,197249962,0.04235,0.02572,0.08501,0.02698,0.14841,0.0233,0.00075,0.21417,0.10734,0.02396
8456,chr3,197762975,197764373,0.00102,0.24278,0.00111,0.05619,0.23065,0.00537,0.05035,0.25867,0.08478,0.0825
8458,chr3,198176395,198213326,0.00077,0.09218,0.00267,0.00189,0.21382,0.00188,0.00674,0.15513,0.127,0.01057
8461,chr3,198514843,198525874,0.0562,0.37153,0.00886,0.0434,0.18773,0.08482,0.00119,0.36408,0.21917,0.07584
8467,chr3,198767372,198768457,0.04049,0.67656,6e-05,0.03073,0.51682,0.03222,0.00135,0.61668,0.54947,0.02667
8482,chr3,200110590,200120006,0.12434,0.21317,0.06293,0.0532,0.01602,0.01227,0.02925,0.06234,0.1072,0.0027
8485,chr3,200249845,200251502,0.01269,0.00049,0.23174,0.0292,0.00804,0.15,0.00484,0.21039,0.02237,0.09429
8496,chr3,200845848,201104816,0.13441,0.01688,0.22109,0.11674,0.06347,0.02661,1e-05,0.14381,0.05455,0.02481
8508,chr4,668066,669373,0.08034,0.21202,0.12091,0.08344,0.05323,0.01267,0.00032,0.0144,0.04628,0.00936
8515,chr4,1093831,1095282,0.28385,0.12251,0.19054,0.28452,0.05438,0.01058,0.0,0.01636,0.05603,0.01187
8521,chr4,1826744,1827863,0.25193,0.16554,0.23257,0.20513,0.02554,0.00969,0.00708,0.03576,0.00939,0.02604
8530,chr4,4067561,4068705,0.03737,0.12467,0.07874,0.00059,0.34022,0.01584,0.04242,0.44605,0.22212,0.11421
8537,chr4,6007042,6009019,0.47115,0.60558,0.27254,0.43191,0.08019,0.06061,0.00142,0.21944,0.10417,0.04477
8546,chr4,7420336,7421339,0.18041,0.02911,0.21506,0.13482,0.09616,0.01028,0.00717,0.14761,0.05945,0.04166
8549,chr4,7453905,7454996,0.00527,0.15607,0.01692,0.00869,0.22232,0.00496,0.03314,0.23909,0.12659,0.05783
8553,chr4,7972656,7973754,0.12029,0.01125,0.1076,0.2642,0.07533,0.00186,0.02679,0.06695,0.21838,0.05678
8559,chr4,8923738,8926327,0.06819,0.21786,0.13712,0.05963,0.05902,0.02428,0.00021,0.00835,0.07462,0.03204
8560,chr4,8942012,8965755,0.1695,0.02165,0.01587,0.0003,0.21373,0.17204,0.13653,0.0,0.03307,0.02604
8568,chr4,9699664,9702806,0.20388,0.08872,0.32562,0.0632,0.02829,0.03933,0.03905,0.11265,0.0012,0.1317
8573,chr4,10366789,10376518,0.07332,0.00867,0.21933,0.04887,0.03248,0.02823,0.00266,0.13514,0.01663,0.05203
8595,chr4,16924215,16930708,0.26377,0.31514,0.31837,0.34737,0.00427,0.01002,0.01419,0.00102,0.00246,0.00036
8601,chr4,18313891,18320005,0.30173,0.1408,0.45239,0.07597,0.04214,0.0094,0.08961,0.09498,0.01058,0.17726
8604,chr4,19060375,19066475,0.07472,0.40112,0.13081,0.17232,0.25161,0.0067,0.06614,0.19893,0.05179,0.04194
8631,chr4,26191724,26194292,0.09782,0.00796,0.21064,0.14268,0.04331,0.02618,0.00215,0.12286,0.06905,0.01843
8654,chr4,31001302,31002327,0.08791,0.45715,0.09438,0.1129,0.26821,8e-05,0.00142,0.24585,0.234,0.00214
8677,chr4,35815305,35823776,0.05157,0.00012,0.19465,0.02114,0.06562,0.11074,0.00599,0.25714,0.02799,0.13682
8716,chr4,44931250,44971240,0.20863,0.0082,0.11216,0.15947,0.13585,0.02326,0.00568,0.05745,0.09453,0.00654
8717,chr4,44992067,44993798,0.09887,0.30754,0.0294,0.12911,0.10687,0.02383,0.00427,0.23202,0.07902,0.05004
8718,chr4,45176446,45177754,0.07068,0.16809,0.00377,0.22081,0.02781,0.03045,0.06108,0.09392,0.00572,0.14242
8722,chr4,46167625,46169856,0.08955,0.1054,0.12963,0.52575,0.00225,0.00205,0.27625,8e-05,0.19408,0.32092
8730,chr4,48943697,48960556,0.15491,0.00916,0.26589,0.06731,0.08608,0.01986,0.0186,0.17576,0.02581,0.07932
8732,chr4,49059060,49109378,0.48846,0.06515,0.3474,0.15972,0.2827,0.01268,0.18874,0.16462,0.02111,0.09237
8736,chr4,49533039,49570337,0.0032,0.00953,0.21068,0.04229,0.00163,0.20504,0.02733,0.19652,0.01898,0.08567
8738,chr4,55951848,55952852,0.2219,0.23984,0.17823,0.20039,0.00013,0.00092,0.00021,0.00171,0.00065,0.00026
8747,chr4,57657288,57658724,0.20802,0.29239,0.2315,0.2535,0.03876,0.0299,0.03305,0.0,0.0,0.0
8762,chr4,60675249,60725518,0.00181,0.05241,0.13232,0.07972,0.08019,0.10715,0.05855,0.26352,0.20939,0.01073
8779,chr4,63394636,63396169,0.09014,0.02477,0.12917,0.06886,0.19873,0.01307,0.00237,0.24936,0.17158,0.03095
8783,chr4,64856337,64857476,0.08713,0.10154,0.07055,0.0102,0.24819,0.0,0.17311,0.2112,0.04949,0.14881
8803,chr4,70106931,70116182,0.23511,0.09761,0.2069,0.20971,0.04331,0.00025,0.00129,0.03544,0.03153,0.00041
8809,chr4,71950858,71956898,0.03902,0.40504,0.00028,0.157,0.24391,0.03126,0.04944,0.37695,0.08127,0.14369
8823,chr4,73962442,73963604,0.08501,0.00751,0.19678,0.07891,0.06546,0.06013,4e-05,0.22266,0.06175,0.05203
8842,chr4,79161971,79163537,0.22823,0.26743,0.2102,0.23078,0.01264,0.00969,0.01073,0.0,0.0,0.0
8857,chr4,82775224,82777318,0.0,0.13133,0.00285,0.2942,0.12538,0.00366,0.30068,0.14431,0.03742,0.33993
8865,chr4,85337775,85339875,0.31367,0.14798,0.17128,0.34512,0.04752,0.02998,0.00171,0.00259,0.06595,0.05043
8869,chr4,86514932,86516061,0.21408,0.25003,0.24694,0.18969,0.00433,0.06597,0.00065,0.05333,0.00835,0.07386
8877,chr4,88979672,88981278,0.1907,0.20446,0.1578,0.17439,0.0,0.0,0.0,0.0,0.0,0.0
8883,chr4,90676131,90682186,0.16522,0.40678,0.1518,0.24107,0.16029,1e-05,0.02195,0.21127,0.10417,0.0251
8901,chr4,94367529,94373430,3e-05,0.00399,0.00247,0.20126,0.00296,0.00284,0.18607,0.01205,0.22536,0.15335
8910,chr4,95598578,95766149,0.24296,0.34614,0.00963,0.06768,0.00739,0.16446,0.09347,0.25601,0.172,0.02714
8922,chr4,100566187,100581081,0.14729,0.01556,0.07159,0.00854,0.087,0.02145,0.21985,0.02882,0.046,0.13442
8934,chr4,103993805,103995660,0.18516,0.24387,0.19037,0.20952,0.02556,0.01965,0.02175,0.0,0.0,0.0
8947,chr4,108141378,108146009,0.11893,0.03577,0.20427,0.23811,0.02394,0.02101,0.03216,0.07844,0.09954,0.00099
8951,chr4,109330410,109333208,0.00466,0.13461,0.09158,0.00159,0.08442,0.12733,0.00053,0.30476,0.08721,0.10113
8960,chr4,110656704,110659510,0.09648,0.08245,0.27197,0.37864,0.00178,0.06932,0.14072,0.09682,0.1809,0.01306
8980,chr4,117520156,117522595,0.20722,0.04189,0.15372,0.02331,0.07413,0.00364,0.10869,0.04354,0.00296,0.07498
9012,chr4,123346507,123348063,0.00585,0.08695,0.07738,0.04093,0.04133,0.09811,0.06308,0.21529,0.18144,0.02604
9013,chr4,123452057,123478177,0.16921,0.22828,0.30815,0.28299,0.00341,0.02339,0.01475,0.0101,0.00445,0.00129
9039,chr4,132663685,132665791,0.16582,0.24387,0.19037,0.20952,0.03876,0.0299,0.03305,0.0,0.0,0.0
9056,chr4,137834486,137837029,0.00138,0.39937,0.00301,0.00221,0.42579,0.00045,0.00751,0.43024,0.4774,0.01132
9079,chr4,143894125,143901975,0.05746,0.0,0.225,0.08333,0.05226,0.10097,0.0099,0.21127,0.07669,0.04667
9096,chr4,149602389,149604404,0.11267,0.09114,0.3145,0.17468,0.00779,0.08579,0.00116,0.14937,0.01891,0.08115
9106,chr4,151829568,151832880,0.10371,0.34874,0.08498,0.19714,0.12235,2e-05,0.02902,0.10874,0.03094,0.02684
9120,chr4,155392273,155395916,0.02818,0.10032,0.02283,0.2029,0.04374,0.00107,0.11924,0.04534,0.01826,0.11839
9128,chr4,157481541,157488664,0.20672,0.22133,0.17165,0.18936,0.0,0.0,0.0,0.0,0.0,0.0
9155,chr4,164290790,164361057,0.08246,0.04075,0.00465,0.40415,0.00047,0.11522,0.16803,0.04875,0.11393,0.47338
9176,chr4,170105412,170106617,0.16863,0.36289,0.17791,0.29973,0.07267,0.00191,0.04561,0.05535,0.00358,0.0326
9177,chr4,170113103,170119140,0.02008,0.18004,0.0061,0.01003,0.09651,0.00406,0.06105,0.12181,0.23403,0.03823
9180,chr4,170633162,170634290,0.03767,0.20489,0.05247,7e-05,0.09697,0.00295,0.03444,0.07195,0.21044,0.05361
9197,chr4,173712760,173714272,0.01208,0.52399,0.11958,0.23886,0.42743,0.06392,0.15856,0.18822,0.10417,0.01969
9205,chr4,176951671,176954522,0.10708,0.16747,0.11671,0.25693,0.00624,0.0001,0.0435,0.00465,0.01918,0.04047
9215,chr4,180268966,180270112,0.27965,0.39238,0.32009,0.32528,0.06607,0.0513,0.02768,0.0,0.01634,0.01282
9216,chr4,180384895,180568687,0.02247,0.09671,0.13834,0.14971,0.17841,0.04846,0.05315,0.40142,0.41166,0.00012
9223,chr4,181658620,181664414,0.16557,0.24042,0.18749,0.20643,0.03876,0.0299,0.03305,0.0,0.0,0.0
9251,chr4,185990891,185992525,0.01395,0.1497,0.07,0.34239,0.09712,0.02753,0.27106,0.03015,0.0657,0.16045
9269,chr4,189710798,189711910,0.00258,0.21168,0.09281,0.08741,0.21434,0.06598,0.10298,0.31553,0.03672,0.22627
9270,chr4,189772103,189783990,0.00507,0.12366,0.02348,0.03245,0.08762,0.05191,0.01439,0.2261,0.02612,0.10265
9271,chr4,189972656,189973948,0.25176,0.05044,0.30312,0.125,0.07969,0.01197,0.03188,0.12625,0.01323,0.07372
9294,chr4,192394560,192397169,0.18643,0.22189,0.15931,0.13059,0.00433,4e-05,0.01302,0.00351,0.03183,0.01364
9299,chr4,192821918,192823889,0.10609,0.23412,0.02938,0.12492,0.05484,0.02976,0.00327,0.15565,0.03183,0.05097
9305,chr4,193009807,193012410,0.16645,0.46722,0.2573,0.25656,0.20022,0.04178,0.0317,0.05083,0.07375,0.00117
9312,chr4,193361027,193535195,0.24875,0.39356,0.14193,0.19028,0.06524,0.01932,0.00482,0.12253,0.09166,0.00489
9323,chr5,201744,204657,0.07785,0.39827,0.1901,0.25653,0.2292,0.05128,0.10024,0.08477,0.02951,0.01165
9324,chr5,231827,605856,0.2123,0.00801,0.09373,0.03976,0.1842,0.03518,0.10669,0.06749,0.01662,0.02128
9325,chr5,626419,628998,0.1651,0.12288,0.32887,0.16687,0.00499,0.02486,0.00289,0.05399,0.00056,0.06368
9328,chr5,664699,666179,0.01521,0.08243,0.03796,0.00357,0.04895,0.11443,0.03964,0.26942,0.15656,0.02174
9330,chr5,803190,805547,0.10805,0.2607,0.1329,0.1542,0.07823,0.00795,0.01291,0.04054,0.02988,0.00061
9340,chr5,1234550,1237224,0.0487,0.25057,0.0753,0.14515,0.12583,0.00643,0.04475,0.08876,0.02075,0.02034
9341,chr5,1241417,1244161,0.15927,0.20932,0.06828,0.12568,0.00573,0.01503,0.00194,0.03461,0.01399,0.00687
9354,chr5,2916812,2941300,0.2009,0.37104,0.21844,0.27205,0.03208,0.00111,0.00437,0.02316,0.01836,0.00106
9362,chr5,3817488,3823127,0.15597,0.26116,0.14519,0.08863,0.03029,0.00133,0.00702,0.0141,0.05208,0.01148
9378,chr5,7856056,7859564,0.11047,0.21459,0.01047,0.04043,0.04295,0.11442,0.0251,0.18294,0.10493,0.06831
9387,chr5,10212420,10214622,0.02528,0.2215,0.21802,0.00665,0.32742,0.11128,0.00538,0.6,0.27815,0.15935
9395,chr5,12747772,12757278,0.39608,0.09154,0.36264,0.38216,0.18299,0.00021,0.01632,0.16767,0.12977,0.01806
9401,chr5,14284202,14286416,0.07196,0.2025,0.02059,0.13852,0.04694,0.01712,0.01631,0.11103,0.00933,0.06894
9449,chr5,24010534,24012770,0.00138,0.05259,0.06373,0.00016,0.05658,0.0374,0.00066,0.2096,0.06073,0.06901
9450,chr5,24329265,24387848,0.00199,0.04262,0.12176,0.00519,0.02561,0.16194,0.01376,0.29338,0.07687,0.09702
9464,chr5,26901245,26906452,0.32706,0.56473,0.33929,0.33466,0.07297,0.00034,0.0,0.07267,0.07987,0.00031
9468,chr5,27531312,27532783,0.17076,0.35967,0.16833,0.30143,0.08933,0.00028,0.05755,0.09013,0.00509,0.06145
9476,chr5,29174770,29183672,0.00482,0.01525,0.27562,0.11754,0.03506,0.31746,0.14925,0.18759,0.05649,0.0407
9497,chr5,33747863,33753096,0.26108,0.1084,0.32746,0.04616,0.07031,0.01852,0.10404,0.14935,0.0091,0.18265
9503,chr5,34549240,34552358,0.29148,0.12247,0.37209,0.34994,0.07826,0.00623,0.00234,0.136,0.11562,0.00112
9504,chr5,34616008,34618241,0.03021,0.22044,0.02036,0.02366,0.10192,0.00075,0.00059,0.11613,0.12259,2e-05
9518,chr5,40219010,40226817,0.00196,0.01787,0.12039,0.06854,0.03022,0.08987,0.04543,0.24434,0.15063,0.00563
9532,chr5,43338606,43341862,0.35262,0.5814,0.34666,0.30055,0.12645,0.0015,0.00388,0.1101,0.17427,0.01019
9567,chr5,46792524,46802526,0.25665,0.08912,0.25094,0.08733,0.05917,0.00018,0.06219,0.06261,1e-05,0.07128
9588,chr5,50010727,50026633,0.01369,0.11824,0.08103,0.00151,0.24909,0.07653,0.03559,0.38347,0.11131,0.16479
9654,chr5,51757714,51762798,0.00085,0.12916,0.0192,0.00157,0.14494,0.01142,0.00469,0.30694,0.14498,0.03823
9655,chr5,52745051,52747468,0.42521,0.10608,0.47225,0.29766,0.20711,0.00707,0.04853,0.27109,0.08508,0.10732
9656,chr5,52928220,52930651,0.12989,0.49727,0.12917,0.35093,0.19116,0.00014,0.07129,0.21059,0.0448,0.08793
9696,chr5,65992253,65993913,0.0027,0.21861,0.10847,0.23045,0.17254,0.08099,0.19133,0.03043,0.0002,0.03393
9698,chr5,66554042,66556340,0.08869,0.24619,0.03406,0.14507,0.06009,0.01285,0.01383,0.12973,0.01451,0.05213
9702,chr5,68148346,68150885,0.22998,0.35919,0.3015,0.28273,0.01894,0.00367,0.0005,0.006,0.01487,0.00183
9716,chr5,76652223,76654566,0.03987,0.00023,0.23201,0.01091,0.04924,0.12002,0.00818,0.26624,0.01533,0.16816
9725,chr5,79611823,79614340,0.34289,0.13647,0.07157,0.14567,0.08856,0.16732,0.07089,0.01035,0.00118,0.01896
9742,chr5,83253422,83256149,0.01152,0.18286,0.0,0.01713,0.24772,0.01008,0.04895,0.21944,0.09183,0.01748
9743,chr5,83545887,83549200,0.15572,0.33642,2e-05,0.03289,0.05603,0.13567,0.04686,0.30124,0.18164,0.0283
9748,chr5,85193099,85300837,0.08962,0.35232,0.18681,0.17707,0.10551,0.01481,0.01719,0.04675,0.03771,0.00025
9756,chr5,88564077,88567261,0.00013,0.12324,0.00163,0.04181,0.15876,0.00099,0.04038,0.23641,0.31561,0.03153
9784,chr5,100361291,100368678,0.22242,0.07836,0.02663,0.1436,0.04396,0.10535,0.00857,0.01391,0.01286,0.05411
9788,chr5,100793758,100795256,0.11075,0.28813,0.23921,0.55157,0.07487,0.05222,0.37211,0.0027,0.13141,0.21266
9789,chr5,100888539,100901306,0.04821,0.33572,0.12753,0.29046,0.18899,0.03115,0.15828,0.07316,0.00151,0.0559
9808,chr5,105818808,105896450,0.1738,0.29663,0.03466,0.08996,0.04109,0.06698,0.01571,0.16171,0.09198,0.01949
9812,chr5,107063263,107064369,0.03525,0.0592,0.21029,0.18373,0.00204,0.12231,0.08525,0.12727,0.08096,0.02604
9819,chr5,110628770,110644058,0.22092,0.23624,0.184,0.18215,0.0,0.0,0.01531,0.0,0.01634,0.01282
9820,chr5,110648969,110655051,0.34723,0.48671,0.27276,0.31909,0.0402,0.00751,1e-05,0.09216,0.03669,0.00635
9839,chr5,115432252,115438591,0.18081,0.31132,0.16759,0.21857,0.06607,0.00066,0.01133,0.06494,0.03307,0.00699
9852,chr5,118941958,119060275,0.04198,0.2855,0.09778,0.16348,0.15728,0.01737,0.06114,0.08774,0.02687,0.01882
9859,chr5,121044794,121222453,0.18754,0.23254,0.1939,0.18876,0.01264,0.01965,0.00238,0.0,0.0054,0.01282
9862,chr5,121831493,121834322,0.12898,0.20857,0.16116,0.17802,0.03876,0.0299,0.03305,0.0,0.0,0.0
9866,chr5,122757276,122761968,0.23729,0.25869,0.31549,0.12507,5e-05,0.01782,0.03452,0.01713,0.0397,0.11066
9874,chr5,125415133,125416162,1e-05,0.18629,0.00179,0.00411,0.20146,0.00191,0.00522,0.19882,0.124,0.01093
9875,chr5,125510587,125923607,0.10776,0.31953,0.15281,0.07231,0.05968,0.00544,0.00386,0.02978,0.09897,0.01943
9881,chr5,127246311,127248952,0.02053,0.06368,0.27439,0.16208,0.00972,0.12966,0.05457,0.06852,0.01691,0.02967
9891,chr5,128590584,128594061,0.05282,0.08099,0.20747,0.18079,0.00122,0.05825,0.04313,0.05384,0.03743,0.00094
9901,chr5,133380001,133434947,0.25465,0.4478,0.1508,0.15385,0.07494,0.01408,0.04342,0.12673,0.19844,0.00596
9905,chr5,134322568,134324369,0.01044,0.13081,0.02608,0.01078,0.20538,0.00462,2e-05,0.24501,0.20615,0.00392
9920,chr5,138312558,138321359,0.19928,0.47408,0.10644,0.33426,0.15164,0.03013,0.02022,0.24543,0.07552,0.10029
9954,chr5,145484098,145486000,0.02977,0.02706,0.06527,0.14656,0.09471,0.0131,0.07241,0.13333,0.22242,0.02446
9958,chr5,146708738,146710166,0.4176,0.18697,0.31288,0.31477,0.12841,0.07376,0.07721,0.0098,0.01099,1e-05
9972,chr5,151360106,151380199,0.13432,0.02122,0.13547,0.04719,0.2583,0.00147,0.02732,0.26128,0.13111,0.03838
9974,chr5,151949140,151952033,0.00545,0.16573,0.00599,0.27698,0.12112,0.00013,0.23575,0.09673,0.01914,0.20116
9975,chr5,152040224,152042409,0.21001,0.31354,0.2498,0.27292,0.05226,0.04044,0.04465,0.0,0.0,0.0
9979,chr5,153825293,153835080,0.11639,0.00024,0.41329,0.23874,0.10324,0.14349,0.02364,0.39122,0.21921,0.06249
9987,chr5,156581950,156711644,0.03141,0.17753,0.00129,0.01851,0.29546,0.04191,0.09317,0.12547,0.08115,0.00862
10005,chr5,161690652,161692172,0.09257,0.29487,0.04321,0.09088,0.09271,0.00723,0.0,0.13814,0.09831,0.00783
10011,chr5,163059553,163065031,0.29476,0.46556,0.3655,0.35648,0.08593,0.04167,0.01803,0.0211,0.0502,0.01089
10012,chr5,163274233,163275303,0.22012,0.28528,0.2254,0.247,0.02556,0.01965,0.02175,0.0,0.0,0.0
10016,chr5,163960344,164005114,0.11226,0.60372,0.29642,0.17409,0.32522,0.04714,0.0116,0.17915,0.22206,0.00957
10021,chr5,164862139,164863929,0.03791,0.21382,0.01871,0.08782,0.08704,0.0028,0.01429,0.11509,0.02887,0.02884
10036,chr5,170485080,170488136,0.30563,0.23911,0.1827,0.18653,0.01537,0.03898,0.03443,0.00486,0.00402,2e-05
10038,chr5,171241470,171243257,3e-05,0.34563,0.10673,0.0,0.29208,0.09194,2e-05,0.52941,0.2657,0.07849
10051,chr5,174754270,174756787,0.00799,0.08512,0.07891,0.00067,0.14125,0.05406,0.0141,0.2766,0.06858,0.11047
10052,chr5,175243956,175245957,0.18702,0.24853,0.19427,0.09071,0.02556,0.01965,0.03935,0.0,0.10417,0.08333
10062,chr5,176849224,176850764,0.13631,0.33549,0.31226,0.06188,0.05323,0.04787,0.02144,-0.0,0.14321,0.1386
